Memory,GPSR,NGPSR,NPGPSR,NDGPSR
115回目,73632.000000,74960.000000,151668.000000,106352.000000
116回目,73560.000000,74556.000000,151760.000000,106204.000000
117回目,74088.000000,75060.000000,151472.000000,106240.000000
118回目,73540.000000,75196.000000,152008.000000,106248.000000
119回目,73704.000000,74624.000000,151896.000000,106076.000000
120回目,73692.000000,74864.000000,152112.000000,106372.000000
121回目,74264.000000,74572.000000,151820.000000,106372.000000
122回目,73640.000000,74392.000000,151708.000000,106084.000000
123回目,73360.000000,74964.000000,151712.000000,106208.000000
124回目,73648.000000,74680.000000,151940.000000,106100.000000
125回目,73464.000000,75184.000000,151996.000000,106280.000000
126回目,74136.000000,74968.000000,151392.000000,106248.000000
127回目,73804.000000,74620.000000,151932.000000,106220.000000
128回目,73824.000000,74924.000000,151476.000000,106140.000000
129回目,73800.000000,75184.000000,151916.000000,106112.000000
130回目,73636.000000,74688.000000,151496.000000,106144.000000
131回目,73572.000000,74532.000000,151884.000000,106368.000000
132回目,73812.000000,74952.000000,151492.000000,105692.000000
133回目,73816.000000,75108.000000,151560.000000,106480.000000
134回目,73572.000000,74668.000000,151436.000000,106032.000000
135回目,73448.000000,74384.000000,151320.000000,106040.000000
136回目,73696.000000,74856.000000,151580.000000,106208.000000
137回目,73764.000000,74596.000000,151316.000000,106396.000000
138回目,73836.000000,74360.000000,151792.000000,106448.000000
139回目,73508.000000,74764.000000,151956.000000,106400.000000
140回目,73596.000000,75064.000000,151884.000000,106032.000000
141回目,74080.000000,74704.000000,151768.000000,106196.000000
142回目,73612.000000,74740.000000,151548.000000,106112.000000
143回目,73848.000000,74568.000000,151936.000000,105952.000000
144回目,73804.000000,75000.000000,151676.000000,106240.000000
145回目,73568.000000,74856.000000,151428.000000,106436.000000
146回目,73872.000000,74408.000000,151576.000000,106032.000000
147回目,73768.000000,75192.000000,151696.000000,106476.000000
148回目,73340.000000,74540.000000,151540.000000,106376.000000
149回目,73848.000000,74684.000000,151628.000000,106348.000000
150回目,73612.000000,75036.000000,151864.000000,106116.000000
151回目,73696.000000,74608.000000,151780.000000,106368.000000
152回目,73364.000000,74836.000000,151884.000000,106412.000000
153回目,74028.000000,74640.000000,151560.000000,106456.000000
154回目,73648.000000,74720.000000,151820.000000,106408.000000
155回目,73892.000000,74744.000000,151932.000000,106400.000000
156回目,74028.000000,75000.000000,151656.000000,106064.000000
157回目,73764.000000,74772.000000,151820.000000,106208.000000
158回目,74032.000000,74968.000000,151888.000000,106232.000000
159回目,73940.000000,75036.000000,152020.000000,106376.000000
160回目,73608.000000,74764.000000,152080.000000,106236.000000
161回目,73460.000000,74936.000000,151612.000000,106380.000000
162回目,73856.000000,74768.000000,151864.000000,106472.000000
163回目,73936.000000,75108.000000,151880.000000,106304.000000
164回目,73768.000000,75188.000000,151936.000000,106396.000000
165回目,73696.000000,75104.000000,151896.000000,106360.000000
166回目,73444.000000,74964.000000,151724.000000,105988.000000
167回目,73572.000000,75168.000000,151892.000000,106124.000000
168回目,73836.000000,75180.000000,151696.000000,106508.000000
169回目,73488.000000,75048.000000,151612.000000,106332.000000
170回目,73664.000000,74864.000000,151744.000000,106052.000000
171回目,73856.000000,74888.000000,151384.000000,106396.000000
172回目,73948.000000,74432.000000,151796.000000,106052.000000
173回目,73768.000000,75216.000000,151544.000000,106364.000000
174回目,73648.000000,74968.000000,151932.000000,106476.000000
175回目,73840.000000,74616.000000,152000.000000,106052.000000
176回目,73696.000000,75060.000000,151832.000000,106020.000000
177回目,73860.000000,74848.000000,151800.000000,106244.000000
178回目,73848.000000,75184.000000,151476.000000,106352.000000
179回目,73844.000000,74564.000000,151952.000000,106028.000000
180回目,73600.000000,75196.000000,151364.000000,106076.000000
181回目,73764.000000,74716.000000,151672.000000,105984.000000
182回目,74092.000000,74988.000000,151804.000000,106160.000000
183回目,73692.000000,74572.000000,151992.000000,106176.000000
184回目,73760.000000,74804.000000,151476.000000,105716.000000
185回目,73364.000000,74500.000000,151936.000000,106196.000000
186回目,73612.000000,74964.000000,151284.000000,106028.000000
187回目,73820.000000,74956.000000,151764.000000,106048.000000
188回目,73820.000000,74492.000000,152004.000000,106376.000000
189回目,74036.000000,75036.000000,151600.000000,106276.000000
190回目,73504.000000,74648.000000,151812.000000,106124.000000
191回目,74068.000000,74904.000000,151888.000000,105696.000000
192回目,73364.000000,75088.000000,151600.000000,106240.000000
193回目,73916.000000,74988.000000,151404.000000,106240.000000
194回目,73520.000000,74712.000000,152048.000000,106480.000000
195回目,73624.000000,74616.000000,151276.000000,105716.000000
196回目,73892.000000,74616.000000,151172.000000,106224.000000
197回目,73880.000000,74960.000000,151964.000000,106392.000000
198回目,73868.000000,74360.000000,151484.000000,105680.000000
199回目,73836.000000,74360.000000,151904.000000,106392.000000
200回目,73688.000000,74652.000000,151884.000000,106064.000000
201回目,73592.000000,75180.000000,151544.000000,106052.000000
202回目,73940.000000,74676.000000,151308.000000,106148.000000
203回目,73700.000000,75036.000000,151580.000000,106016.000000
204回目,73772.000000,75192.000000,151520.000000,106192.000000
205回目,74056.000000,74928.000000,151832.000000,106408.000000
206回目,73692.000000,74912.000000,151780.000000,106204.000000
207回目,73940.000000,74684.000000,151876.000000,106044.000000
208回目,73640.000000,74688.000000,151944.000000,106212.000000
209回目,73840.000000,75012.000000,152092.000000,106052.000000
210回目,73696.000000,74576.000000,151548.000000,106236.000000
211回目,73608.000000,75084.000000,151392.000000,106360.000000
212回目,73608.000000,74804.000000,151452.000000,106196.000000
213回目,73896.000000,75164.000000,152092.000000,106332.000000
214回目,74032.000000,75048.000000,151144.000000,106128.000000
215回目,74076.000000,74396.000000,151464.000000,106248.000000
216回目,73896.000000,74620.000000,152096.000000,106476.000000
217回目,73676.000000,75164.000000,151820.000000,106240.000000
218回目,73844.000000,75024.000000,151404.000000,106384.000000
219回目,74316.000000,74672.000000,151864.000000,106252.000000
220回目,73672.000000,75168.000000,151680.000000,106396.000000
221回目,73840.000000,74604.000000,151472.000000,106180.000000
222回目,73684.000000,74964.000000,151984.000000,106312.000000
223回目,73640.000000,74636.000000,151372.000000,106188.000000
224回目,73536.000000,74684.000000,151476.000000,106028.000000
225回目,73848.000000,74688.000000,151732.000000,106468.000000
226回目,73820.000000,75084.000000,151756.000000,106204.000000
227回目,73564.000000,74772.000000,151764.000000,106380.000000
228回目,73988.000000,75192.000000,151700.000000,106048.000000
229回目,73496.000000,74600.000000,151952.000000,106368.000000
230回目,73612.000000,75044.000000,151396.000000,106224.000000
231回目,73612.000000,74712.000000,151696.000000,106276.000000
232回目,73692.000000,74716.000000,151584.000000,105684.000000
233回目,73884.000000,74860.000000,151584.000000,106240.000000
234回目,73540.000000,74972.000000,151480.000000,106396.000000
235回目,73340.000000,74928.000000,151712.000000,106280.000000
236回目,73672.000000,74964.000000,151384.000000,106356.000000
237回目,73896.000000,75000.000000,151508.000000,106240.000000
238回目,73492.000000,74568.000000,151768.000000,106372.000000
239回目,73632.000000,74388.000000,151892.000000,106292.000000
240回目,73672.000000,74836.000000,152068.000000,106296.000000
241回目,73880.000000,74776.000000,151548.000000,105896.000000
242回目,73504.000000,74988.000000,151632.000000,106420.000000
243回目,73732.000000,74400.000000,151704.000000,105716.000000
244回目,73756.000000,74536.000000,151800.000000,106392.000000
245回目,74032.000000,74872.000000,151868.000000,106212.000000
246回目,74148.000000,74852.000000,151420.000000,106316.000000
247回目,74100.000000,74852.000000,151924.000000,106152.000000
248回目,74032.000000,74716.000000,151780.000000,106272.000000
249回目,73340.000000,74568.000000,151348.000000,106400.000000
250回目,73868.000000,75192.000000,151876.000000,106372.000000
