HopNum,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,2.029050,2.113280,2.094340,2.084940
2回目,2.000000,2.092660,2.108950,2.088350
3回目,2.000000,2.097660,2.106870,2.084940
4回目,2.000000,2.092310,2.093390,2.072000
5回目,2.000000,2.098040,2.099210,2.071430
6回目,2.000000,2.075400,2.077820,2.071430
7回目,1.986490,2.085270,2.089490,2.084940
8回目,2.013450,2.100390,2.075400,2.071430
9回目,2.013450,2.075400,2.095040,2.084680
10回目,2.048460,2.086610,2.088350,2.071430
11回目,2.000000,2.087790,2.097170,2.088350
12回目,2.029050,2.087790,2.071430,2.072000
13回目,2.047410,2.075400,2.064780,2.079050
14回目,2.034780,2.087790,2.081080,2.088350
15回目,2.000000,2.075400,2.101210,2.088350
16回目,2.047410,2.112400,2.071150,2.089430
17回目,2.000000,2.112400,2.080650,2.079050
18回目,2.048460,2.086610,2.067190,2.071430
19回目,1.995390,2.086610,2.103590,2.072000
20回目,2.034780,2.094490,2.100390,2.090910
21回目,2.013450,2.103050,2.076310,2.051380
22回目,2.034780,2.087790,2.095620,2.077870
23回目,1.995390,2.113280,2.073170,2.079050
24回目,1.995390,2.099210,2.082350,2.072000
25回目,1.995390,2.113280,2.081710,2.084940
26回目,1.986490,2.094490,2.104650,2.079050
27回目,2.000000,2.086610,2.066930,2.072000
28回目,2.047410,2.092310,2.103170,2.084680
29回目,2.047410,2.100390,2.069390,2.077870
30回目,2.000000,2.092660,2.077870,2.051380
31回目,2.048460,2.100750,2.086610,2.084940
32回目,2.000000,2.092660,2.086780,2.089430
33回目,2.017940,2.101170,2.074800,2.084680
34回目,2.029050,2.113280,2.080000,2.070250
35回目,2.047410,2.086610,2.084000,2.072000
36回目,2.048460,2.086610,2.074800,2.089430
37回目,2.048460,2.087790,2.067460,2.088350
38回目,2.000000,2.075400,2.072870,2.088350
39回目,2.000000,2.100750,2.083670,2.084680
40回目,2.013450,2.071710,2.086960,2.084680
41回目,2.013450,2.087790,2.092310,2.084940
42回目,1.995390,2.087790,2.091630,2.051380
43回目,2.048460,2.101170,2.077220,2.070250
44回目,2.048460,2.100390,2.077820,2.090910
45回目,2.000000,2.071710,2.069110,2.079050
46回目,2.047410,2.092660,2.121570,2.084680
47回目,2.000000,2.092660,2.069390,2.089430
48回目,2.029050,2.092310,2.070540,2.084940
49回目,2.029050,2.092660,2.102770,2.072000
50回目,2.000000,2.103050,2.072000,2.079050
51回目,2.000000,2.087790,2.072870,2.070250
52回目,1.995390,2.071710,2.076310,2.070250
53回目,2.017940,2.092660,2.095240,2.084680
54回目,1.986490,2.087790,2.079370,2.070250
55回目,2.034780,2.071710,2.048580,2.090910
