Loss,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,17.785200,15.100700,15.771800,13.758400
2回目,19.127500,12.080500,16.107400,16.107400
3回目,20.805400,12.751700,16.443000,17.845100
4回目,17.785200,17.114100,14.094000,16.443000
5回目,20.805400,14.094000,15.771800,16.443000
6回目,19.463100,15.100700,16.107400,16.107400
7回目,20.805400,16.835000,17.114100,14.094000
8回目,20.805400,12.751700,14.429500,16.107400
9回目,22.895600,12.751700,11.447800,14.094000
10回目,20.805400,12.080500,16.778500,15.100700
11回目,21.476500,12.080500,15.100700,15.771800
12回目,19.798700,16.443000,16.107400,16.443000
13回目,20.805400,13.087200,16.107400,15.771800
14回目,19.798700,12.751700,15.100700,17.845100
15回目,19.798700,14.765100,13.131300,15.771800
16回目,19.798700,12.751700,15.771800,16.443000
17回目,17.785200,14.765100,14.765100,16.107400
18回目,20.805400,11.745000,18.456400,15.771800
19回目,20.805400,13.087200,14.478100,16.107400
20回目,19.127500,11.745000,14.429500,13.758400
21回目,19.463100,17.114100,16.778500,15.100700
22回目,19.798700,12.751700,13.422800,16.107400
23回目,21.140900,12.751700,12.751700,15.100700
24回目,19.127500,14.765100,14.429500,15.100700
25回目,17.785200,12.751700,14.765100,17.845100
26回目,21.476500,11.745000,18.120800,14.094000
27回目,17.785200,15.100700,15.100700,15.771800
28回目,19.463100,12.080500,14.765100,17.845100
29回目,19.463100,16.835000,17.785200,16.107400
30回目,21.476500,16.835000,13.758400,17.845100
31回目,20.805400,12.751700,16.107400,14.094000
32回目,19.127500,15.100700,15.771800,16.107400
33回目,17.785200,17.114100,12.080500,16.107400
34回目,19.127500,15.100700,16.443000,16.107400
35回目,19.127500,15.100700,15.436200,15.100700
36回目,17.785200,15.436200,13.758400,14.094000
37回目,17.785200,13.087200,15.100700,17.785200
38回目,20.805400,17.114100,14.094000,17.845100
39回目,21.140900,16.443000,15.436200,14.094000
40回目,21.476500,15.771800,14.478100,15.771800
41回目,20.805400,12.751700,12.751700,17.785200
42回目,19.127500,15.436200,15.436200,17.785200
43回目,20.805400,15.151500,14.429500,17.845100
44回目,17.785200,15.100700,16.443000,16.107400
45回目,21.476500,17.114100,13.422800,15.771800
46回目,17.785200,13.087200,14.094000,16.107400
47回目,20.805400,16.443000,14.094000,15.100700
48回目,17.785200,13.087200,16.443000,17.845100
49回目,20.805400,14.765100,15.771800,15.771800
50回目,19.798700,11.745000,14.429500,17.785200
51回目,22.895600,14.429500,13.422800,14.094000
52回目,17.785200,11.745000,18.120800,16.107400
53回目,20.805400,14.094000,15.436200,15.771800
54回目,20.805400,14.094000,15.151500,16.107400
55回目,17.785200,17.114100,13.422800,16.107400
56回目,20.805400,12.751700,15.100700,14.094000
57回目,19.463100,12.751700,17.785200,14.094000
58回目,21.476500,14.094000,15.771800,16.107400
59回目,19.127500,15.100700,16.107400,16.107400
60回目,17.785200,14.094000,17.785200,16.443000
61回目,21.140900,15.100700,17.785200,17.785200
62回目,21.140900,17.114100,16.443000,17.785200
63回目,20.805400,17.114100,18.456400,13.758400
64回目,17.785200,14.765100,15.100700,13.758400
65回目,21.476500,12.080500,15.436200,16.107400
66回目,17.785200,12.751700,15.771800,16.443000
67回目,19.798700,16.835000,14.765100,17.845100
68回目,17.785200,16.443000,15.771800,15.771800
69回目,21.140900,14.429500,18.456400,15.100700
70回目,19.798700,15.100700,16.107400,17.845100
71回目,19.127500,15.100700,18.791900,16.443000
72回目,20.805400,13.087200,16.107400,16.107400
73回目,20.805400,14.765100,16.778500,14.094000
74回目,20.805400,17.114100,13.758400,16.443000
75回目,19.127500,16.443000,15.436200,16.107400
76回目,22.895600,15.100700,18.120800,15.771800
77回目,19.127500,15.100700,13.422800,14.094000
78回目,20.805400,16.443000,18.120800,16.107400
79回目,21.140900,12.080500,15.771800,17.785200
80回目,17.785200,16.443000,15.100700,16.107400
81回目,20.805400,13.087200,17.114100,16.107400
82回目,17.785200,15.100700,12.121200,14.094000
83回目,20.805400,16.835000,16.107400,16.107400
84回目,22.895600,14.429500,16.443000,17.845100
85回目,22.895600,14.765100,13.468000,16.107400
86回目,21.476500,15.100700,14.094000,16.107400
87回目,20.805400,12.751700,17.785200,16.107400
88回目,19.127500,12.751700,15.100700,17.845100
89回目,20.805400,17.114100,15.771800,17.785200
90回目,17.785200,14.765100,16.107400,15.771800
91回目,17.785200,16.107400,18.120800,16.443000
92回目,21.140900,12.751700,16.107400,17.785200
93回目,20.805400,12.080500,16.443000,13.758400
94回目,21.140900,15.100700,14.429500,16.107400
95回目,17.785200,15.100700,13.131300,17.845100
96回目,21.140900,17.114100,13.087200,16.107400
97回目,22.895600,15.100700,14.765100,13.758400
98回目,21.140900,15.771800,15.771800,14.094000
99回目,22.895600,16.835000,13.468000,15.100700
100回目,19.127500,11.745000,14.141400,14.094000
101回目,17.785200,15.100700,13.422800,14.094000
102回目,19.127500,14.765100,18.120800,17.845100
103回目,19.127500,16.835000,17.449700,16.443000
104回目,20.805400,15.100700,14.765100,16.107400
105回目,22.895600,15.436200,15.771800,16.443000
106回目,21.140900,14.765100,14.094000,15.771800
107回目,20.805400,14.094000,14.429500,15.100700
108回目,20.805400,16.835000,16.107400,13.758400
109回目,20.805400,15.100700,16.107400,16.107400
110回目,21.476500,16.443000,15.100700,14.094000
111回目,21.140900,15.100700,16.778500,14.094000
112回目,22.895600,12.080500,14.765100,17.785200
113回目,19.798700,12.751700,15.436200,16.107400
114回目,21.476500,17.114100,14.429500,17.785200
115回目,21.140900,14.094000,14.429500,16.107400
116回目,21.476500,16.443000,17.449700,13.758400
117回目,19.127500,16.443000,14.765100,13.758400
118回目,17.785200,17.114100,16.778500,16.107400
119回目,19.127500,15.100700,18.120800,16.107400
120回目,17.785200,16.835000,14.429500,14.094000
121回目,20.805400,14.094000,16.107400,14.094000
122回目,17.785200,12.751700,14.429500,17.785200
123回目,17.785200,12.080500,15.100700,16.107400
124回目,20.805400,14.094000,14.429500,17.845100
125回目,20.805400,16.835000,17.449700,13.758400
126回目,19.127500,14.429500,15.771800,14.094000
127回目,20.805400,15.100700,15.100700,17.785200
128回目,21.476500,14.429500,13.087200,16.107400
129回目,19.798700,14.765100,19.798700,17.785200
130回目,19.798700,14.765100,15.771800,15.100700
131回目,17.785200,14.429500,13.758400,16.107400
132回目,17.785200,17.114100,12.457900,15.771800
133回目,20.805400,12.751700,14.765100,14.094000
134回目,19.463100,15.100700,15.100700,15.100700
135回目,17.785200,16.443000,15.100700,16.107400
136回目,20.805400,17.114100,15.771800,16.107400
