Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,6.859910,7.244110,7.279370,7.363780
2回目,6.853870,7.389580,7.069560,7.069560
3回目,6.717160,7.502120,7.069560,7.005870
4回目,6.859910,7.098650,7.376810,7.093440
5回目,6.717160,7.263940,7.245020,7.093440
6回目,6.788980,7.185930,7.215320,7.069560
7回目,7.069310,7.176070,7.064250,7.431490
8回目,6.626390,7.502120,7.331390,7.069560
9回目,6.577600,7.389560,7.615420,7.431490
10回目,7.069310,7.389580,7.126250,7.205360
11回目,6.651160,7.389580,7.302310,7.185930
12回目,6.691360,7.156840,7.156840,7.093440
13回目,7.069310,7.508360,7.210210,7.185930
14回目,6.691360,7.389560,7.185930,7.005870
15回目,6.691360,7.389580,7.326970,7.185930
16回目,6.691360,7.502120,7.215030,7.093440
17回目,7.026070,7.389580,7.122630,7.215020
18回目,7.069310,7.593210,6.976680,7.185930
19回目,7.069310,7.508360,7.181020,7.156840
20回目,6.853870,7.593210,7.229860,7.363780
21回目,6.788980,7.098650,7.040470,7.205360
22回目,6.691360,7.389560,7.397760,7.156840
23回目,6.612550,7.502120,7.389570,7.205360
24回目,6.853870,7.389580,7.205360,7.205360
25回目,6.859910,7.389560,7.185930,7.005870
26回目,6.651160,7.593210,6.924100,7.431490
27回目,7.026070,7.244110,7.185930,7.185930
28回目,6.788980,7.389580,7.244120,7.005870
29回目,6.788980,7.176070,7.005870,7.215020
30回目,6.651160,7.176070,7.401990,7.005870
31回目,7.069310,7.389560,7.146780,7.359380
32回目,6.853870,7.244120,7.244120,7.069560
33回目,6.859910,7.098650,7.622330,7.215020
34回目,6.853870,7.185930,7.069560,7.156840
35回目,6.853870,7.244110,7.205360,7.205360
36回目,7.026070,7.200470,7.410390,7.431490
37回目,7.026070,7.508360,7.127750,6.976680
38回目,6.626390,7.098650,7.273210,7.005870
39回目,6.612550,7.156840,7.156840,7.359380
40回目,6.651160,7.215030,7.356160,7.185930
41回目,7.069310,7.389560,7.389590,6.976680
42回目,6.853870,7.200470,7.176070,6.976680
43回目,6.717160,7.239400,7.308980,7.005870
44回目,7.026070,7.244110,7.156840,7.069560
45回目,6.651160,7.098650,7.302310,7.185930
46回目,7.026070,7.508360,7.273210,7.215020
47回目,6.717160,7.156840,7.356160,7.205360
48回目,7.026070,7.508360,7.117490,7.005870
49回目,6.717160,7.389580,7.156840,7.185930
50回目,6.691360,7.593210,7.302300,6.976680
51回目,6.577600,7.244070,7.385360,7.431490
52回目,6.859910,7.593210,6.976680,7.156840
53回目,6.626390,7.263940,7.215020,7.185930
54回目,6.626390,7.331400,7.259260,7.069560
55回目,6.859910,7.098650,7.360490,7.156840
56回目,6.717160,7.502120,7.351810,7.359380
57回目,6.788980,7.389560,6.935970,7.359380
