Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
58回目,6.651160,7.263940,7.273210,7.156840
59回目,6.853870,7.244120,7.040470,7.156840
60回目,7.026070,7.331400,7.011360,7.093440
61回目,6.612550,7.244110,6.865910,6.976680
62回目,6.612550,7.098650,7.069560,6.976680
63回目,6.626390,7.098650,6.912460,7.363780
64回目,6.859910,7.389580,7.259260,7.363780
65回目,6.651160,7.389580,7.185930,7.069560
66回目,6.859910,7.389560,7.215320,7.093440
67回目,6.691360,7.176070,7.273210,7.005870
68回目,6.859910,7.156840,7.185930,7.185930
69回目,6.612550,7.244070,6.853880,7.205360
70回目,6.691360,7.244110,7.098650,7.005870
71回目,6.853870,7.244120,6.895000,7.093440
72回目,7.069310,7.508360,7.156840,7.215020
73回目,7.069310,7.389580,7.098650,7.359380
74回目,6.717160,7.117490,7.297780,7.093440
75回目,6.853870,7.127750,7.273210,7.069560
76回目,6.577600,7.244110,6.912460,7.185930
77回目,6.853870,7.244110,7.215000,7.431490
78回目,6.626390,7.127750,7.050470,7.215020
79回目,6.612550,7.389580,7.098650,6.976680
80回目,6.859910,7.127750,7.302310,7.215020
81回目,7.069310,7.508360,6.924100,7.069560
82回目,6.859910,7.244110,7.414550,7.431490
83回目,6.717160,7.176070,7.040450,7.156840
84回目,6.577600,7.244070,7.064250,7.005870
85回目,6.577600,7.389580,7.268590,7.156840
86回目,6.651160,7.244110,7.343010,7.069560
87回目,7.069310,7.389560,7.011370,7.156840
88回目,6.853870,7.389560,7.122630,7.005870
89回目,6.626390,7.098650,7.215030,6.976680
90回目,7.026070,7.389580,7.127750,7.185930
91回目,7.026070,7.229870,6.976680,7.093440
92回目,6.612550,7.389560,7.069560,6.976680
93回目,6.626390,7.389580,7.122630,7.363780
94回目,6.612550,7.244110,7.244120,7.215020
95回目,6.859910,7.244110,7.318040,7.005870
96回目,6.612550,7.117490,7.418680,7.215020
97回目,6.577600,7.185930,7.345970,7.363780
98回目,6.612550,7.215030,7.239400,7.431490
99回目,6.577600,7.176070,7.326970,7.205360
100回目,6.853870,7.593210,7.318030,7.431490
101回目,7.026070,7.244110,7.343010,7.359380
102回目,6.853870,7.389580,7.048110,7.005870
103回目,6.853870,7.176070,7.082920,7.093440
104回目,6.717160,7.244120,7.098650,7.215020
105回目,6.577600,7.200470,7.146760,7.093440
106回目,6.612550,7.389580,7.234650,7.185930
107回目,6.626390,7.331400,7.210210,7.205360
108回目,7.069310,7.176070,7.098650,7.363780
109回目,7.069310,7.185930,6.982280,7.215020
110回目,6.651160,7.127750,7.215030,7.359380
111回目,6.612550,7.360490,7.064250,7.359380
112回目,6.577600,7.389580,7.360490,6.976680
113回目,6.691360,7.389560,7.244120,7.156840
114回目,6.651160,7.098650,7.331400,6.976680
115回目,6.612550,7.331400,7.268540,7.215020
116回目,6.651160,7.156840,7.107090,7.363780
117回目,6.853870,7.127750,7.215020,7.363780
118回目,6.859910,7.117490,7.146780,7.156840
119回目,6.853870,7.244110,6.924100,7.156840
120回目,7.026070,7.176070,7.225050,7.431490
121回目,6.626390,7.263940,7.176050,7.359380
122回目,6.859910,7.389560,7.156840,6.976680
123回目,6.859910,7.389580,7.273210,7.215020
124回目,7.069310,7.331400,7.215030,7.005870
125回目,6.717160,7.176070,7.099770,7.363780
126回目,6.853870,7.244070,7.244120,7.359380
127回目,7.069310,7.244120,7.234640,6.976680
128回目,6.651160,7.244070,7.360490,7.069560
129回目,6.691360,7.389580,6.799630,6.976680
130回目,6.691360,7.389580,7.181020,7.205360
131回目,6.859910,7.244070,7.331400,7.215020
132回目,7.026070,7.098650,7.326980,7.185930
133回目,7.069310,7.502120,7.200460,7.431490
134回目,6.788980,7.185930,7.205360,7.205360
135回目,7.026070,7.127750,7.210200,7.069560
136回目,7.069310,7.098650,7.156840,7.069560
137回目,7.026070,7.263940,7.156840,7.215020
138回目,6.853870,7.244120,7.215020,6.976680
139回目,6.859910,7.229870,7.273210,6.976680
140回目,6.612550,7.176070,6.953190,7.156840
141回目,7.026070,7.176070,7.185930,7.005870
142回目,6.626390,7.244070,7.185930,7.005870
143回目,7.026070,7.508360,7.293230,7.093440
144回目,6.651160,7.239400,7.088200,7.431490
145回目,6.717160,7.244110,7.239400,7.431490
146回目,6.577600,7.331400,7.360490,7.069560
147回目,6.691360,7.263940,7.156840,7.156840
148回目,6.859910,7.331400,7.040470,6.976680
149回目,6.612550,7.508360,7.273210,7.359380
150回目,6.853870,7.593210,7.156840,7.093440
151回目,6.651160,7.127750,7.249800,7.363780
152回目,6.717160,7.389580,6.965360,7.431490
153回目,6.853870,7.331400,7.166080,7.363780
154回目,6.859910,7.331400,7.302300,7.093440
155回目,6.853870,7.156840,7.215020,7.005870
156回目,6.651160,7.127750,7.474540,7.431490
157回目,6.853870,7.229870,7.447770,7.005870
158回目,6.651160,7.185930,7.410390,7.431490
159回目,6.788980,7.244110,7.013070,7.093440
160回目,6.577600,7.508360,7.244120,7.359380
161回目,6.859910,7.389580,7.151830,7.431490
162回目,7.026070,7.244120,7.185930,7.005870
163回目,6.626390,7.098650,7.326970,7.156840
164回目,6.651160,7.244110,7.117490,7.363780
165回目,7.026070,7.185930,7.560500,7.359380
166回目,6.859910,7.200470,7.185930,7.205360
167回目,6.788980,7.331400,7.040470,7.069560
168回目,6.626390,7.263940,7.005870,7.359380
169回目,6.626390,7.593210,6.976680,7.215020
170回目,6.859910,7.244070,7.273210,7.205360
171回目,6.577600,7.098650,7.302310,7.069560
172回目,6.717160,7.215030,7.151830,7.005870
173回目,6.612550,7.176070,6.847800,6.976680
174回目,6.577600,7.244110,7.151830,7.363780
175回目,6.626390,7.176070,7.215030,7.005870
176回目,7.069310,7.127750,7.040470,7.005870
177回目,6.612550,7.389580,7.331400,7.205360
178回目,7.069310,7.508360,7.127750,7.431490
179回目,6.859910,7.244110,7.040470,7.431490
180回目,6.717160,7.360490,7.347430,6.976680
181回目,6.853870,7.389580,7.302300,7.185930
182回目,6.691360,7.127750,7.098650,7.359380
183回目,6.691360,7.127750,7.329590,7.215020
184回目,6.788980,7.331400,7.122630,7.359380
185回目,7.069310,7.263940,7.035060,7.185930
186回目,6.717160,7.263940,7.122630,7.363780
187回目,6.859910,7.156840,7.215020,7.185930
188回目,6.651160,7.389560,7.254540,7.069560
189回目,6.651160,7.389580,7.418680,7.205360
190回目,6.691360,7.389580,7.229850,6.976680
191回目,6.691360,7.244120,7.273210,7.093440
192回目,6.626390,7.239400,7.069560,7.359380
193回目,6.717160,7.244110,7.302310,7.205360
194回目,6.577600,7.127750,7.244120,7.185930
195回目,6.626390,7.331400,7.156840,7.431490
196回目,7.069310,7.127750,7.098650,7.363780
197回目,6.691360,7.244110,7.259260,7.185930
198回目,6.626390,7.360490,7.239400,7.005870
199回目,6.853870,7.331400,7.418680,7.093440
200回目,7.069310,7.098650,7.389580,7.093440
201回目,6.612550,7.244110,7.215030,7.363780
202回目,6.577600,7.244120,7.181010,7.363780
203回目,7.026070,7.229870,7.185930,7.156840
204回目,7.069310,7.244120,7.234650,7.431490
205回目,6.626390,7.127750,7.185930,7.215020
206回目,6.853870,7.098650,7.273210,7.069560
207回目,6.853870,7.098650,7.360490,7.215020
208回目,6.577600,7.263940,6.865910,7.093440
209回目,6.691360,7.360490,6.976680,7.093440
210回目,6.859910,7.098650,7.410380,7.093440
211回目,6.859910,7.176070,7.343020,7.205360
212回目,7.069310,7.244120,7.122620,7.093440
213回目,6.612550,7.263940,7.156840,7.093440
214回目,6.717160,7.176070,7.244120,7.069560
215回目,7.069310,7.176070,7.127750,7.093440
216回目,6.626390,7.244110,7.122630,7.093440
217回目,6.788980,7.502120,7.414750,7.185930
218回目,7.026070,7.389580,7.239400,7.005870
219回目,6.853870,7.331400,7.293220,7.431490
220回目,6.691360,7.176070,7.156840,7.069560
221回目,6.853870,7.185930,7.166070,7.359380
222回目,6.651160,7.244120,7.181020,7.156840
223回目,6.691360,7.117490,7.215030,7.156840
224回目,6.853870,7.389560,7.389590,7.215020
225回目,6.853870,7.244110,7.064260,7.431490
226回目,6.859910,7.508360,7.447770,7.359380
227回目,6.651160,7.593210,7.127750,6.976680
228回目,7.026070,7.360490,7.069560,7.069560
229回目,6.577600,7.331400,7.244120,7.431490
230回目,7.026070,7.244120,7.341460,7.359380
231回目,6.651160,7.156840,7.185930,7.359380
232回目,6.717160,7.389580,7.360490,7.093440
233回目,6.612550,7.244120,7.098650,7.005870
234回目,6.612550,7.176070,7.146780,7.431490
235回目,6.853870,7.508360,7.334100,7.205360
236回目,7.069310,7.098650,7.156840,7.205360
237回目,6.788980,7.200470,7.418980,7.431490
238回目,6.853870,7.244110,7.210100,7.093440
239回目,6.626390,7.127750,7.273210,7.069560
240回目,6.853870,7.127750,7.284030,7.156840
241回目,6.612550,7.127750,6.924100,7.185930
242回目,6.859910,7.508360,7.466420,7.431490
243回目,6.853870,7.127750,7.273210,6.976680
244回目,6.626390,7.176070,7.385360,7.156840
245回目,6.853870,7.389580,7.048110,7.205360
246回目,6.651160,7.389560,7.215030,7.185930
247回目,6.626390,7.098650,7.385360,7.363780
248回目,6.651160,7.508360,7.077580,7.359380
249回目,6.651160,7.389580,7.069560,7.005870
250回目,6.612550,7.098650,7.244120,7.185930
