HopNum,GPSR,NGPSR,NPGPSR,NDGPSR
182回目,1.895650,1.967350,1.950820,1.951420
183回目,1.895650,1.967350,1.943090,1.971770
184回目,1.904760,1.984130,1.942620,1.951420
185回目,1.893330,1.955650,1.950210,1.951420
186回目,1.911890,1.955650,1.934430,1.947580
187回目,1.919150,1.963410,1.927420,1.951420
188回目,1.906250,1.972440,1.975610,1.954730
189回目,1.906250,1.956690,1.980390,1.959350
190回目,1.895650,1.956690,1.947150,1.937240
191回目,1.895650,1.967870,1.972000,1.946500
192回目,1.894270,1.971770,1.946500,1.951420
193回目,1.911890,1.991970,1.940240,1.959350
194回目,1.881820,1.967350,1.963860,1.951420
195回目,1.894270,1.984130,1.963410,1.964290
196回目,1.893330,1.967350,1.938520,1.947580
197回目,1.895650,1.991970,1.923080,1.951420
198回目,1.894270,2.000000,1.955650,1.937500
199回目,1.927350,1.984130,1.968630,1.946500
200回目,1.893330,1.967210,1.952760,1.946500
201回目,1.897780,1.991970,1.951610,1.947580
202回目,1.881820,1.967870,1.951220,1.947580
203回目,1.902130,1.967480,1.971660,1.967480
204回目,1.893330,1.967870,1.935220,1.964290
205回目,1.894270,1.967350,1.951420,1.971770
206回目,1.927350,1.967210,1.968000,1.954730
207回目,1.927350,1.967210,1.976280,1.971770
208回目,1.881820,1.955650,1.936440,1.946500
209回目,1.895650,2.000000,1.945610,1.946500
210回目,1.919150,1.967210,1.972330,1.946500
211回目,1.919150,1.971430,1.939760,1.959350
212回目,1.893330,1.967870,1.930330,1.946500
213回目,1.897780,1.955650,1.963410,1.946500
214回目,1.911890,1.971430,1.963860,1.954730
215回目,1.893330,1.971430,1.959180,1.946500
216回目,1.894270,1.991970,1.934430,1.946500
217回目,1.904760,1.964980,1.943550,1.951420
218回目,1.902130,1.956690,1.955650,1.937500
219回目,1.927350,1.984130,1.951810,1.964290
220回目,1.895650,1.971430,1.963410,1.954730
221回目,1.927350,1.951420,1.950620,1.951420
222回目,1.906250,1.967870,1.951220,1.967480
223回目,1.895650,1.962960,1.939520,1.967480
224回目,1.927350,1.972440,1.968500,1.971770
225回目,1.927350,1.991970,1.946280,1.964290
226回目,1.919150,1.964290,1.968750,1.951420
227回目,1.906250,1.973180,1.951020,1.937240
228回目,1.902130,2.000000,1.942390,1.954730
229回目,1.881820,1.984130,1.955820,1.964290
230回目,1.902130,1.967870,1.938270,1.951420
231回目,1.906250,1.963410,1.967610,1.951420
232回目,1.911890,1.956690,1.972330,1.946500
233回目,1.897780,1.967870,1.967210,1.937500
234回目,1.897780,1.971430,1.922130,1.964290
235回目,1.927350,1.964290,1.959510,1.959350
236回目,1.893330,1.967210,1.955280,1.959350
237回目,1.904760,1.955100,1.959840,1.964290
238回目,1.927350,1.991970,1.951420,1.946500
239回目,1.894270,1.967350,1.956000,1.954730
240回目,1.927350,1.967350,1.963560,1.967480
241回目,1.897780,1.967350,1.945380,1.951420
242回目,1.919150,1.964290,1.935480,1.964290
243回目,1.927350,1.967350,1.984000,1.937240
244回目,1.894270,1.971430,1.976280,1.967480
245回目,1.927350,1.972440,1.953970,1.959350
246回目,1.906250,1.972440,1.959680,1.951420
247回目,1.894270,1.967210,1.940710,1.947580
248回目,1.906250,1.964290,1.950000,1.951420
249回目,1.906250,1.972440,1.954730,1.937500
250回目,1.897780,1.967210,1.947790,1.951420
