Memory,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,80744.000000,81928.000000,409792.000000,219372.000000
2回目,80480.000000,81464.000000,410324.000000,219116.000000
3回目,80296.000000,81984.000000,410148.000000,219404.000000
4回目,80856.000000,81664.000000,410172.000000,219268.000000
5回目,80640.000000,81756.000000,410136.000000,219360.000000
6回目,80864.000000,81836.000000,410044.000000,219292.000000
7回目,80844.000000,81268.000000,410036.000000,219084.000000
8回目,81120.000000,82016.000000,410132.000000,218928.000000
9回目,80928.000000,82152.000000,409872.000000,218896.000000
10回目,80908.000000,82024.000000,410004.000000,219020.000000
11回目,80636.000000,81572.000000,410052.000000,219252.000000
12回目,81028.000000,81900.000000,409796.000000,219356.000000
13回目,80736.000000,82032.000000,410048.000000,219116.000000
14回目,80592.000000,81704.000000,409772.000000,218924.000000
15回目,81152.000000,81436.000000,410040.000000,219108.000000
16回目,81140.000000,81784.000000,409896.000000,219340.000000
17回目,80664.000000,81844.000000,410352.000000,218900.000000
18回目,80788.000000,81592.000000,409924.000000,218880.000000
19回目,80660.000000,81900.000000,410316.000000,219132.000000
20回目,80584.000000,81956.000000,410072.000000,219112.000000
21回目,80924.000000,81716.000000,409860.000000,219112.000000
22回目,80684.000000,81692.000000,410172.000000,219084.000000
23回目,80908.000000,81880.000000,410060.000000,219232.000000
24回目,80732.000000,82132.000000,409704.000000,219240.000000
25回目,80596.000000,81936.000000,410164.000000,218844.000000
26回目,80936.000000,81700.000000,410036.000000,219152.000000
27回目,80732.000000,81544.000000,409916.000000,218856.000000
28回目,80792.000000,81956.000000,410184.000000,219328.000000
29回目,80988.000000,81728.000000,409996.000000,219112.000000
30回目,80900.000000,81684.000000,409956.000000,218848.000000
31回目,80676.000000,81564.000000,409692.000000,219368.000000
32回目,81008.000000,81668.000000,409736.000000,219240.000000
33回目,80852.000000,81936.000000,410020.000000,219140.000000
34回目,80328.000000,81600.000000,410084.000000,218828.000000
35回目,80708.000000,81400.000000,409976.000000,218916.000000
36回目,80672.000000,81820.000000,410116.000000,219252.000000
37回目,80556.000000,81536.000000,410316.000000,219332.000000
38回目,81112.000000,81512.000000,409908.000000,219112.000000
39回目,80556.000000,81592.000000,410212.000000,219400.000000
40回目,80696.000000,81584.000000,409724.000000,219232.000000
41回目,80812.000000,82032.000000,410088.000000,218564.000000
42回目,80328.000000,81980.000000,409596.000000,218856.000000
43回目,80864.000000,81896.000000,409836.000000,218900.000000
44回目,80484.000000,81948.000000,409820.000000,219236.000000
45回目,81064.000000,81840.000000,409980.000000,219112.000000
46回目,80432.000000,81656.000000,410040.000000,219084.000000
47回目,80772.000000,81868.000000,410120.000000,218828.000000
48回目,80440.000000,81852.000000,409912.000000,219252.000000
49回目,80900.000000,81832.000000,409428.000000,219120.000000
50回目,80932.000000,81880.000000,410128.000000,219248.000000
51回目,80700.000000,82132.000000,409656.000000,219116.000000
52回目,81004.000000,82000.000000,409520.000000,219152.000000
53回目,80632.000000,81864.000000,409804.000000,219096.000000
54回目,81032.000000,81428.000000,410024.000000,219056.000000
55回目,80416.000000,82012.000000,409988.000000,219060.000000
56回目,80896.000000,81452.000000,409628.000000,219392.000000
57回目,80780.000000,81564.000000,409940.000000,219400.000000
58回目,80904.000000,81716.000000,410156.000000,219112.000000
59回目,80652.000000,81572.000000,410176.000000,219348.000000
60回目,80600.000000,81452.000000,409952.000000,218728.000000
61回目,80852.000000,81840.000000,409916.000000,219252.000000
62回目,80800.000000,81796.000000,410080.000000,219084.000000
63回目,80856.000000,81652.000000,409452.000000,219240.000000
64回目,80916.000000,81516.000000,409800.000000,219352.000000
65回目,80428.000000,81916.000000,410216.000000,219236.000000
66回目,80600.000000,81644.000000,410008.000000,219152.000000
67回目,80572.000000,81712.000000,409908.000000,219232.000000
68回目,80852.000000,81612.000000,409540.000000,218904.000000
69回目,80472.000000,81748.000000,410212.000000,218924.000000
70回目,80888.000000,81948.000000,410236.000000,218592.000000
71回目,80500.000000,81736.000000,409836.000000,218920.000000
72回目,80540.000000,81664.000000,409948.000000,219068.000000
73回目,80720.000000,81588.000000,410084.000000,219260.000000
74回目,80472.000000,81632.000000,409956.000000,219268.000000
75回目,80440.000000,81540.000000,410172.000000,219268.000000
76回目,80452.000000,81528.000000,410012.000000,219148.000000
77回目,80724.000000,81916.000000,410284.000000,219188.000000
78回目,80932.000000,81468.000000,409940.000000,218828.000000
79回目,80884.000000,81780.000000,410244.000000,219252.000000
80回目,80784.000000,81912.000000,410100.000000,218984.000000
81回目,80748.000000,81864.000000,410064.000000,219116.000000
82回目,80916.000000,82120.000000,410180.000000,218572.000000
83回目,80780.000000,81800.000000,409920.000000,218984.000000
84回目,80684.000000,81620.000000,409612.000000,219060.000000
85回目,80684.000000,81468.000000,410260.000000,218560.000000
86回目,80572.000000,81944.000000,409764.000000,219204.000000
87回目,80580.000000,81652.000000,409772.000000,218568.000000
88回目,80484.000000,81660.000000,410080.000000,219288.000000
89回目,80784.000000,81548.000000,410036.000000,218860.000000
90回目,80452.000000,81920.000000,410028.000000,219236.000000
91回目,80880.000000,81532.000000,410264.000000,219188.000000
92回目,80860.000000,82164.000000,409608.000000,219352.000000
93回目,80448.000000,81656.000000,409788.000000,219120.000000
94回目,80744.000000,81956.000000,410468.000000,219232.000000
95回目,80744.000000,81812.000000,410016.000000,219068.000000
96回目,80600.000000,81360.000000,410088.000000,218992.000000
97回目,80940.000000,81612.000000,409776.000000,219252.000000
98回目,80632.000000,81812.000000,410064.000000,219140.000000
99回目,80844.000000,81668.000000,410232.000000,218908.000000
100回目,80376.000000,81868.000000,409932.000000,219248.000000
101回目,80344.000000,81900.000000,409988.000000,219276.000000
102回目,80440.000000,82028.000000,410020.000000,219268.000000
103回目,80176.000000,81736.000000,410024.000000,219020.000000
104回目,80796.000000,81788.000000,410064.000000,218896.000000
105回目,80776.000000,82120.000000,410012.000000,218880.000000
106回目,80804.000000,81836.000000,409808.000000,218840.000000
107回目,80588.000000,81980.000000,409912.000000,219236.000000
108回目,80516.000000,81584.000000,409576.000000,219248.000000
109回目,80564.000000,81944.000000,409944.000000,219116.000000
110回目,80908.000000,81812.000000,410284.000000,219068.000000
111回目,81008.000000,81996.000000,409904.000000,218744.000000
112回目,80448.000000,81784.000000,409764.000000,218900.000000
113回目,81088.000000,81892.000000,409456.000000,219268.000000
114回目,81088.000000,81828.000000,410168.000000,219380.000000
115回目,80792.000000,81800.000000,410164.000000,219252.000000
116回目,80696.000000,82024.000000,409756.000000,219140.000000
117回目,80432.000000,81716.000000,409856.000000,219248.000000
118回目,80724.000000,81656.000000,410000.000000,219260.000000
119回目,80652.000000,81936.000000,409968.000000,218856.000000
120回目,80596.000000,81616.000000,409900.000000,218568.000000
121回目,80452.000000,81636.000000,409916.000000,219104.000000
122回目,81016.000000,81944.000000,409788.000000,219252.000000
123回目,80940.000000,81888.000000,410176.000000,219008.000000
124回目,80760.000000,81536.000000,410064.000000,219016.000000
125回目,80836.000000,81456.000000,409780.000000,219252.000000
126回目,80280.000000,81980.000000,410136.000000,219140.000000
127回目,80692.000000,81892.000000,410056.000000,218572.000000
128回目,80920.000000,81740.000000,409928.000000,219112.000000
129回目,80800.000000,81464.000000,410064.000000,219236.000000
130回目,81096.000000,81876.000000,409856.000000,219308.000000
131回目,81148.000000,81724.000000,410180.000000,219068.000000
132回目,80580.000000,81784.000000,409692.000000,219268.000000
133回目,80916.000000,81792.000000,409996.000000,219252.000000
134回目,80984.000000,82120.000000,409824.000000,219144.000000
135回目,80660.000000,81792.000000,409936.000000,219116.000000
136回目,80660.000000,82024.000000,409884.000000,219252.000000
137回目,80440.000000,81800.000000,410040.000000,218920.000000
138回目,80644.000000,81704.000000,410352.000000,219212.000000
139回目,80776.000000,81804.000000,409776.000000,219020.000000
140回目,80560.000000,81528.000000,410192.000000,218860.000000
141回目,80452.000000,82012.000000,410004.000000,219052.000000
142回目,80972.000000,81528.000000,410392.000000,219020.000000
143回目,80744.000000,82024.000000,409992.000000,219148.000000
144回目,80924.000000,81992.000000,410364.000000,218900.000000
145回目,80824.000000,81528.000000,409912.000000,218856.000000
146回目,80940.000000,81468.000000,409908.000000,218596.000000
147回目,81028.000000,81832.000000,409952.000000,218900.000000
148回目,80752.000000,81416.000000,409852.000000,219256.000000
149回目,80964.000000,81732.000000,409480.000000,218996.000000
150回目,80500.000000,82036.000000,409896.000000,219264.000000
151回目,80732.000000,81820.000000,410408.000000,218856.000000
152回目,80892.000000,81524.000000,409840.000000,219404.000000
153回目,80584.000000,81712.000000,409952.000000,218828.000000
154回目,81024.000000,81744.000000,409948.000000,218856.000000
155回目,80760.000000,81564.000000,410008.000000,218844.000000
156回目,80680.000000,81424.000000,409648.000000,218932.000000
157回目,80672.000000,81316.000000,409628.000000,218908.000000
158回目,80664.000000,81560.000000,410216.000000,219268.000000
159回目,80560.000000,81680.000000,409920.000000,218980.000000
160回目,80776.000000,81872.000000,409700.000000,219224.000000
161回目,80540.000000,81720.000000,409904.000000,218992.000000
162回目,80452.000000,81572.000000,409768.000000,219064.000000
163回目,80936.000000,81868.000000,409804.000000,219108.000000
164回目,80680.000000,81636.000000,409996.000000,219036.000000
165回目,80856.000000,82044.000000,409944.000000,219240.000000
166回目,81180.000000,81732.000000,410128.000000,219072.000000
167回目,80684.000000,81416.000000,410108.000000,219108.000000
168回目,81000.000000,81472.000000,409880.000000,219128.000000
169回目,80784.000000,81732.000000,410068.000000,219196.000000
170回目,80704.000000,81984.000000,410000.000000,219232.000000
171回目,81000.000000,81476.000000,409840.000000,218992.000000
172回目,80308.000000,81716.000000,410120.000000,219248.000000
173回目,80688.000000,81944.000000,410452.000000,219240.000000
174回目,80776.000000,81428.000000,409916.000000,219132.000000
175回目,81000.000000,81836.000000,410064.000000,219352.000000
176回目,80692.000000,82016.000000,409772.000000,219288.000000
177回目,80984.000000,81472.000000,409880.000000,218984.000000
178回目,80428.000000,82024.000000,409764.000000,219064.000000
179回目,80696.000000,81808.000000,409892.000000,219252.000000
180回目,80580.000000,82008.000000,410124.000000,219236.000000
181回目,81008.000000,81808.000000,409688.000000,219076.000000
182回目,80604.000000,81716.000000,409668.000000,219236.000000
183回目,80916.000000,81532.000000,409844.000000,219236.000000
184回目,80676.000000,81748.000000,409772.000000,219520.000000
185回目,81108.000000,81456.000000,409860.000000,219096.000000
186回目,80464.000000,81744.000000,410096.000000,219104.000000
187回目,80920.000000,81988.000000,410048.000000,219124.000000
188回目,80572.000000,81880.000000,409536.000000,218860.000000
189回目,80692.000000,81912.000000,410016.000000,219152.000000
190回目,80780.000000,81504.000000,409752.000000,219040.000000
191回目,81028.000000,81712.000000,410128.000000,219488.000000
192回目,80984.000000,82020.000000,409652.000000,219396.000000
193回目,80860.000000,81836.000000,410004.000000,219252.000000
194回目,80720.000000,81412.000000,409936.000000,219068.000000
195回目,80848.000000,81684.000000,409856.000000,219352.000000
196回目,80860.000000,81440.000000,410172.000000,219248.000000
197回目,80768.000000,81556.000000,410436.000000,219132.000000
198回目,80972.000000,82040.000000,410228.000000,219240.000000
199回目,80680.000000,81824.000000,409872.000000,219068.000000
200回目,80536.000000,81712.000000,409976.000000,219144.000000
201回目,80848.000000,81596.000000,410172.000000,219348.000000
202回目,80924.000000,81472.000000,409928.000000,218888.000000
203回目,80768.000000,81828.000000,409668.000000,218564.000000
204回目,80756.000000,81480.000000,409956.000000,219252.000000
205回目,80720.000000,81772.000000,410064.000000,219244.000000
206回目,80888.000000,81844.000000,409840.000000,219272.000000
207回目,80448.000000,81888.000000,409628.000000,219280.000000
208回目,80420.000000,81888.000000,409692.000000,219020.000000
209回目,81156.000000,81468.000000,410052.000000,219264.000000
210回目,80712.000000,81936.000000,409688.000000,219264.000000
211回目,80720.000000,81956.000000,409908.000000,218996.000000
212回目,80736.000000,81916.000000,409948.000000,218932.000000
213回目,80980.000000,81788.000000,409752.000000,219244.000000
214回目,80808.000000,81440.000000,409956.000000,219196.000000
215回目,80924.000000,81456.000000,409972.000000,219236.000000
216回目,80420.000000,81908.000000,410208.000000,219268.000000
217回目,80840.000000,82104.000000,409612.000000,219324.000000
218回目,80736.000000,81908.000000,410032.000000,219152.000000
219回目,80904.000000,81708.000000,410212.000000,219100.000000
220回目,80532.000000,82040.000000,410100.000000,218916.000000
221回目,80744.000000,82188.000000,409716.000000,218720.000000
222回目,80628.000000,81532.000000,410140.000000,219096.000000
223回目,80940.000000,81680.000000,409748.000000,219012.000000
224回目,80848.000000,81664.000000,410228.000000,219252.000000
225回目,80744.000000,81940.000000,410156.000000,219096.000000
226回目,81012.000000,81400.000000,410164.000000,219060.000000
227回目,80704.000000,81424.000000,409724.000000,219020.000000
228回目,80476.000000,82012.000000,409652.000000,219092.000000
229回目,81116.000000,81452.000000,410044.000000,219152.000000
230回目,80748.000000,81464.000000,410144.000000,219232.000000
231回目,81132.000000,81964.000000,409968.000000,219004.000000
232回目,80896.000000,81820.000000,409816.000000,219056.000000
233回目,80880.000000,81704.000000,409932.000000,219060.000000
234回目,80560.000000,81792.000000,410000.000000,218976.000000
235回目,80744.000000,81760.000000,409632.000000,219096.000000
236回目,81084.000000,81696.000000,410012.000000,219084.000000
237回目,80912.000000,81424.000000,409676.000000,218596.000000
238回目,80628.000000,81988.000000,410120.000000,219116.000000
239回目,80688.000000,81496.000000,409952.000000,219348.000000
240回目,80704.000000,81520.000000,410072.000000,219016.000000
241回目,80792.000000,81732.000000,410324.000000,218580.000000
242回目,81000.000000,82012.000000,410172.000000,219152.000000
243回目,80672.000000,81764.000000,410044.000000,219252.000000
244回目,80812.000000,81656.000000,410360.000000,218984.000000
245回目,80452.000000,81952.000000,410272.000000,219240.000000
246回目,80964.000000,82108.000000,409844.000000,219268.000000
247回目,80600.000000,82032.000000,410136.000000,219244.000000
248回目,80760.000000,81536.000000,409572.000000,219184.000000
249回目,80988.000000,81492.000000,409704.000000,219100.000000
250回目,80908.000000,81692.000000,410016.000000,218980.000000
