SimTime,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,195.415000,1171.250000,866.734000,430.656000
2回目,197.638000,1168.330000,878.774000,432.197000
3回目,197.229000,1180.550000,871.794000,433.665000
4回目,196.322000,1187.470000,908.557000,430.547000
5回目,198.573000,1161.860000,900.287000,430.723000
6回目,201.913000,1175.140000,875.700000,429.192000
7回目,197.807000,1164.300000,908.907000,430.396000
8回目,195.434000,1173.640000,907.013000,431.803000
9回目,200.288000,1163.400000,866.150000,430.693000
10回目,198.756000,1162.890000,849.055000,430.690000
11回目,196.946000,1207.040000,907.323000,429.011000
12回目,196.035000,1159.990000,919.198000,432.769000
13回目,193.870000,1168.980000,911.963000,433.725000
14回目,196.403000,1175.350000,911.856000,427.414000
15回目,194.702000,1157.910000,910.144000,431.864000
16回目,196.266000,1181.390000,913.357000,431.704000
17回目,197.687000,1172.200000,908.501000,426.312000
18回目,199.413000,1180.240000,912.361000,429.712000
19回目,197.864000,1163.300000,909.084000,432.172000
20回目,197.197000,1177.600000,908.782000,431.527000
21回目,197.309000,1167.570000,910.792000,430.577000
22回目,197.161000,1164.910000,909.702000,430.799000
23回目,196.088000,1188.520000,912.977000,430.760000
24回目,194.898000,1166.630000,913.979000,425.627000
25回目,195.159000,1164.690000,911.447000,430.981000
26回目,194.530000,1168.130000,915.782000,430.924000
27回目,197.913000,1168.060000,910.468000,431.176000
28回目,197.387000,1170.250000,912.500000,432.959000
29回目,196.578000,1169.320000,909.402000,431.519000
30回目,196.018000,1176.110000,911.448000,429.831000
31回目,192.985000,1176.590000,911.595000,430.006000
32回目,197.918000,1166.210000,912.873000,429.368000
33回目,198.454000,1172.340000,917.552000,430.844000
34回目,196.367000,1175.560000,914.681000,434.657000
35回目,198.291000,1183.010000,910.983000,432.412000
36回目,196.235000,1176.180000,915.496000,431.555000
37回目,196.881000,1166.980000,913.219000,434.387000
38回目,195.436000,1159.330000,914.070000,431.266000
39回目,197.713000,1190.710000,909.227000,430.263000
40回目,196.981000,1164.700000,913.308000,428.254000
41回目,197.119000,1175.010000,912.201000,430.205000
42回目,198.464000,1173.030000,908.337000,429.935000
43回目,196.488000,1173.050000,915.000000,427.397000
44回目,197.821000,1166.290000,906.850000,426.233000
45回目,196.145000,1176.790000,912.346000,431.003000
