Delay,GPSR,NGPSR,NPGPSR,NDGPSR
91回目,2.146380,1.999200,1.935870,6.244870
92回目,10.903400,10.213700,2.097670,27.443400
93回目,6.473280,5.985890,2.002440,2.173350
94回目,10.903400,5.961930,2.269850,2.184490
95回目,10.622300,5.961930,2.006790,6.374990
96回目,10.903400,6.093290,9.938460,2.184490
97回目,6.361450,6.096810,6.075250,2.173350
98回目,10.903400,2.159970,2.289900,2.275070
99回目,6.361450,10.434100,5.957280,6.386380
100回目,2.220090,5.941330,6.069560,2.275070
101回目,2.146380,5.961930,2.099220,10.229200
102回目,2.220090,10.065300,14.548000,6.374990
103回目,2.220090,10.434100,1.917310,6.244870
104回目,2.073260,2.086930,2.186780,2.184490
105回目,6.361450,2.088880,6.076900,6.244870
106回目,10.903400,10.065300,2.078690,2.274580
107回目,6.473280,1.964210,2.217180,6.386380
108回目,24.472800,10.434100,6.034190,2.173350
109回目,24.472800,6.096810,6.243880,2.184490
110回目,1.960760,2.115810,6.127380,10.229200
111回目,10.903400,2.054700,2.141760,10.229200
112回目,6.361450,5.985890,2.096290,27.443400
113回目,15.058400,10.213700,2.028010,10.513700
114回目,1.960760,2.101750,2.250640,27.443400
115回目,10.903400,1.964210,2.162680,2.184490
116回目,1.960760,30.695800,1.893700,2.173350
117回目,2.220090,2.115810,2.275250,2.173350
118回目,10.622300,6.093290,2.293110,10.513700
119回目,2.220090,5.961930,1.968060,10.513700
120回目,2.146380,10.434100,2.303380,2.275070
121回目,6.473280,2.036280,6.130830,10.229200
122回目,10.622300,10.213700,6.210590,27.443400
123回目,10.622300,5.985890,6.032760,2.184490
124回目,24.472800,1.964210,2.340250,6.374990
125回目,2.073260,10.434100,1.945830,2.173350
126回目,2.220090,2.154220,2.174640,10.229200
127回目,24.472800,2.086930,18.254600,27.443400
128回目,1.960760,2.154220,2.087550,10.309100
129回目,15.058400,10.065300,1.958960,27.443400
130回目,15.058400,10.065300,2.069000,6.386380
131回目,10.622300,2.154220,2.167380,2.184490
132回目,2.146380,2.101750,2.073430,2.274580
133回目,24.472800,13.888400,2.141680,2.275070
134回目,2.215260,6.096810,6.066360,6.386380
135回目,2.146380,2.115810,2.248040,10.309100
136回目,24.472800,2.101750,6.039080,10.309100
137回目,2.146380,2.036280,2.127950,2.184490
138回目,2.220090,2.086930,6.145870,27.443400
139回目,10.622300,1.999200,6.189410,27.443400
140回目,10.903400,10.434100,6.440520,10.513700
141回目,2.146380,10.434100,2.147940,6.374990
142回目,6.473280,2.154220,2.192680,6.374990
143回目,2.146380,2.041900,2.007840,6.244870
144回目,1.960760,14.152300,2.173610,2.275070
145回目,2.073260,5.961930,2.011760,2.275070
146回目,6.361450,1.964210,2.233690,10.309100
147回目,15.058400,2.036280,6.247960,10.513700
148回目,10.622300,1.964210,1.962770,27.443400
149回目,10.903400,2.041900,6.062900,10.229200
150回目,2.220090,5.941330,1.962280,6.244870
151回目,1.960760,2.115810,2.109680,2.173350
152回目,2.073260,10.065300,6.157520,2.275070
153回目,2.220090,1.964210,1.897650,2.173350
154回目,10.622300,1.964210,6.116590,6.244870
155回目,2.220090,30.695800,6.187560,6.374990
156回目,1.960760,2.115810,6.075650,2.275070
157回目,2.220090,1.999200,5.943290,6.374990
158回目,1.960760,6.096810,2.063300,2.275070
159回目,2.215260,5.961930,6.451660,6.244870
160回目,6.361450,2.041900,6.276850,10.229200
161回目,10.622300,10.065300,6.131720,2.275070
162回目,2.146380,2.086930,2.237180,6.374990
163回目,6.473280,2.101750,6.107770,10.513700
164回目,1.960760,5.961930,2.092970,2.173350
165回目,2.146380,6.096810,2.298970,10.229200
166回目,10.622300,2.088880,6.265980,6.386380
167回目,2.215260,1.964210,6.202000,10.309100
168回目,6.473280,2.036280,14.570700,10.229200
169回目,6.473280,5.941330,1.935870,2.184490
170回目,10.622300,2.154220,2.212410,6.386380
171回目,6.361450,2.101750,2.338950,10.309100
172回目,2.073260,2.159970,6.108300,6.374990
173回目,10.903400,10.434100,6.262300,27.443400
174回目,6.361450,5.961930,2.088700,2.173350
175回目,6.473280,10.434100,6.143390,6.374990
176回目,24.472800,2.115810,2.080640,6.374990
177回目,10.903400,10.065300,2.241300,6.386380
178回目,24.472800,2.041900,10.075600,2.275070
179回目,10.622300,5.961930,6.222300,2.275070
180回目,2.073260,2.054700,6.057520,27.443400
181回目,2.220090,5.985890,6.304430,2.274580
182回目,15.058400,2.115810,2.310230,10.229200
183回目,15.058400,2.115810,2.112190,2.184490
184回目,2.215260,1.964210,2.184740,10.229200
185回目,24.472800,2.036280,6.100260,2.274580
186回目,2.073260,2.036280,6.150640,2.173350
187回目,10.622300,30.695800,6.306400,2.274580
188回目,1.960760,10.213700,2.209960,10.309100
189回目,1.960760,5.985890,1.940490,6.386380
190回目,15.058400,5.985890,2.005710,27.443400
191回目,15.058400,2.086930,10.019300,6.244870
192回目,6.473280,14.152300,2.095130,10.229200
193回目,2.073260,5.961930,2.136880,6.386380
194回目,6.361450,2.115810,6.131770,2.274580
195回目,6.473280,1.964210,2.097670,2.275070
196回目,24.472800,2.115810,6.180240,2.173350
197回目,15.058400,5.961930,10.371100,2.274580
198回目,6.473280,2.054700,10.223200,6.374990
199回目,2.220090,1.964210,2.143270,6.244870
200回目,24.472800,2.101750,2.060760,6.244870
201回目,10.903400,5.961930,6.206850,2.173350
202回目,6.361450,2.086930,2.028690,2.173350
203回目,2.146380,1.999200,6.092600,10.513700
204回目,24.472800,2.086930,2.091720,2.275070
205回目,6.473280,2.115810,2.111690,2.184490
206回目,2.220090,2.101750,2.179240,10.309100
207回目,2.220090,2.101750,6.193160,2.184490
208回目,6.361450,2.036280,1.959090,6.244870
209回目,15.058400,2.054700,1.935870,6.244870
210回目,10.622300,2.101750,10.222000,6.244870
211回目,10.622300,10.434100,1.945760,6.386380
212回目,24.472800,2.086930,2.118310,6.244870
213回目,10.903400,2.036280,6.015940,6.244870
214回目,2.073260,10.434100,2.120030,10.309100
215回目,24.472800,10.434100,2.092820,6.244870
216回目,6.473280,5.961930,6.150640,6.244870
217回目,2.215260,13.888400,2.232630,2.274580
218回目,2.146380,5.985890,2.049080,6.374990
219回目,2.220090,1.964210,2.177370,2.275070
220回目,15.058400,10.434100,10.097900,10.309100
221回目,2.220090,6.096810,2.052280,10.229200
222回目,1.960760,2.086930,2.131450,10.513700
223回目,15.058400,6.093290,10.255900,10.513700
224回目,2.220090,10.213700,2.160810,2.184490
225回目,2.220090,5.961930,6.435580,2.275070
226回目,10.622300,2.041900,2.194380,10.229200
227回目,1.960760,5.941330,6.087330,27.443400
228回目,2.146380,2.054700,6.254590,10.309100
229回目,6.361450,1.964210,6.033910,2.275070
230回目,2.146380,2.086930,2.237780,10.229200
231回目,1.960760,30.695800,6.111370,10.229200
232回目,2.073260,5.985890,2.302100,6.244870
233回目,10.903400,2.086930,6.324990,6.374990
234回目,10.903400,10.434100,2.002790,2.275070
235回目,2.220090,2.041900,2.032500,6.386380
236回目,24.472800,2.101750,2.314800,6.386380
237回目,2.215260,2.088880,6.265560,2.275070
238回目,2.220090,5.961930,2.020740,6.244870
239回目,6.473280,2.115810,2.173780,10.309100
240回目,2.220090,2.115810,2.133510,10.513700
241回目,10.903400,2.115810,6.136810,2.274580
242回目,10.622300,2.041900,1.981210,2.275070
243回目,2.220090,2.115810,6.257020,27.443400
244回目,6.473280,10.434100,10.043700,10.513700
245回目,2.220090,10.065300,14.548000,6.386380
246回目,1.960760,10.213700,1.944710,2.274580
247回目,6.473280,2.101750,2.292090,2.173350
248回目,1.960760,2.041900,14.651000,10.229200
249回目,1.960760,10.065300,6.519930,6.374990
250回目,10.903400,2.101750,2.019650,2.274580
