PDR,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,78.859100,83.557000,82.550300,83.221500
2回目,78.523500,85.234900,81.543600,81.543600
3回目,76.174500,86.241600,81.543600,80.808100
4回目,78.859100,81.879200,84.228200,81.543600
5回目,76.174500,83.221500,81.879200,81.543600
6回目,77.516800,82.885900,81.543600,81.543600
7回目,75.503400,82.491600,81.208100,84.563800
8回目,76.174500,86.241600,84.563800,81.543600
9回目,74.074100,85.234900,87.542100,84.563800
10回目,75.503400,85.234900,80.536900,82.550300
11回目,75.167800,85.234900,84.228200,82.885900
12回目,77.181200,82.550300,82.550300,81.543600
13回目,75.503400,84.563800,82.885900,82.885900
14回目,77.181200,85.234900,82.885900,80.808100
15回目,77.181200,85.234900,84.511800,82.885900
16回目,77.181200,86.241600,83.221500,81.543600
17回目,78.859100,85.234900,81.879200,83.221500
18回目,75.503400,87.583900,80.201300,82.885900
19回目,75.503400,84.563800,82.828300,82.550300
20回目,78.523500,87.583900,82.550300,83.221500
21回目,77.516800,81.879200,81.208100,82.550300
22回目,77.181200,85.234900,83.892600,82.550300
23回目,75.503400,86.241600,85.234900,82.550300
24回目,78.523500,85.234900,82.550300,82.550300
25回目,78.859100,85.234900,82.885900,80.808100
26回目,75.167800,87.583900,79.865800,84.563800
27回目,78.859100,83.557000,82.885900,82.885900
28回目,77.516800,85.234900,83.557000,80.808100
29回目,77.516800,82.491600,80.536900,83.221500
30回目,75.167800,82.491600,84.228200,80.808100
31回目,75.503400,85.234900,81.879200,82.885900
32回目,78.523500,83.557000,83.557000,81.543600
33回目,78.859100,81.879200,87.919500,83.221500
34回目,78.523500,82.885900,81.543600,82.550300
35回目,78.523500,83.557000,82.550300,82.550300
36回目,78.859100,82.214800,84.899300,84.563800
37回目,78.859100,84.563800,82.214800,80.201300
38回目,76.174500,81.879200,83.892600,80.808100
39回目,75.503400,82.550300,82.550300,82.885900
40回目,75.167800,83.221500,84.848500,82.885900
41回目,75.503400,85.234900,85.234900,80.201300
42回目,78.523500,82.214800,82.214800,80.201300
43回目,76.174500,83.501700,82.885900,80.808100
44回目,78.859100,83.557000,82.550300,81.543600
45回目,75.167800,81.879200,84.228200,82.885900
46回目,78.859100,84.563800,83.892600,83.221500
47回目,76.174500,82.550300,84.563800,82.550300
48回目,78.859100,84.563800,81.543600,80.808100
49回目,76.174500,85.234900,82.550300,82.885900
50回目,77.181200,87.583900,84.228200,80.201300
51回目,74.074100,83.557000,84.899300,84.563800
52回目,78.859100,87.583900,80.201300,82.550300
53回目,76.174500,83.221500,83.221500,82.885900
54回目,76.174500,84.563800,83.165000,81.543600
55回目,78.859100,81.879200,84.899300,82.550300
56回目,76.174500,86.241600,84.228200,82.885900
57回目,77.516800,85.234900,79.194600,82.885900
58回目,75.167800,83.221500,83.892600,82.550300
59回目,78.523500,83.557000,81.208100,82.550300
60回目,78.859100,84.563800,80.872500,81.543600
61回目,75.503400,83.557000,79.194600,80.201300
62回目,75.503400,81.879200,81.543600,80.201300
63回目,76.174500,81.879200,79.194600,83.221500
64回目,78.859100,85.234900,82.885900,83.221500
65回目,75.167800,85.234900,82.885900,81.543600
66回目,78.859100,85.234900,81.543600,81.543600
67回目,77.181200,82.491600,83.892600,80.808100
68回目,78.859100,82.550300,82.885900,82.885900
69回目,75.503400,83.557000,78.523500,82.550300
70回目,77.181200,83.557000,81.879200,80.808100
71回目,78.523500,83.557000,79.530200,81.543600
72回目,75.503400,84.563800,82.550300,83.221500
73回目,75.503400,85.234900,81.879200,82.885900
74回目,76.174500,81.543600,83.892600,81.543600
75回目,78.523500,82.214800,83.892600,81.543600
76回目,74.074100,83.557000,79.194600,82.885900
77回目,78.523500,83.557000,83.221500,84.563800
78回目,76.174500,82.214800,78.859100,83.221500
79回目,75.503400,85.234900,81.879200,80.201300
80回目,78.859100,82.214800,84.228200,83.221500
81回目,75.503400,84.563800,79.865800,81.543600
82回目,78.859100,83.557000,85.521900,84.563800
83回目,76.174500,82.491600,81.208100,82.550300
84回目,74.074100,83.557000,81.208100,80.808100
85回目,74.074100,85.234900,83.838400,82.550300
86回目,75.167800,83.557000,83.557000,81.543600
87回目,75.503400,85.234900,80.872500,82.550300
88回目,78.523500,85.234900,81.879200,80.808100
89回目,76.174500,81.879200,83.221500,80.201300
90回目,78.859100,85.234900,82.214800,82.885900
91回目,78.859100,82.550300,80.201300,81.543600
92回目,75.503400,85.234900,81.543600,80.201300
93回目,76.174500,85.234900,81.879200,83.221500
94回目,75.503400,83.557000,83.557000,83.221500
95回目,78.859100,83.557000,83.838400,80.808100
96回目,75.503400,81.543600,85.570500,83.221500
97回目,74.074100,82.885900,81.879200,83.221500
98回目,75.503400,83.221500,83.221500,84.563800
99回目,74.074100,82.491600,84.511800,82.550300
100回目,78.523500,87.583900,83.838400,84.563800
101回目,78.859100,83.557000,83.557000,82.885900
102回目,78.523500,85.234900,80.201300,80.808100
103回目,78.523500,82.491600,80.872500,81.543600
104回目,76.174500,83.557000,81.879200,83.221500
105回目,74.074100,82.214800,81.879200,81.543600
106回目,75.503400,85.234900,82.885900,82.885900
107回目,76.174500,84.563800,82.885900,82.550300
108回目,75.503400,82.491600,81.879200,83.221500
109回目,75.503400,82.885900,80.536900,83.221500
110回目,75.167800,82.214800,83.221500,82.885900
111回目,75.503400,84.899300,81.208100,82.885900
112回目,74.074100,85.234900,84.899300,80.201300
113回目,77.181200,85.234900,83.557000,82.550300
114回目,75.167800,81.879200,84.563800,80.201300
115回目,75.503400,84.563800,83.557000,83.221500
116回目,75.167800,82.550300,80.872500,83.221500
117回目,78.523500,82.214800,83.221500,83.221500
118回目,78.859100,81.543600,81.879200,82.550300
119回目,78.523500,83.557000,79.865800,82.550300
120回目,78.859100,82.491600,82.214800,84.563800
121回目,76.174500,83.221500,82.214800,82.885900
122回目,78.859100,85.234900,82.550300,80.201300
