PDR,GPSR,NGPSR,NPGPSR,NDGPSR
123回目,78.859100,85.234900,83.892600,83.221500
124回目,75.503400,84.563800,83.221500,80.808100
125回目,76.174500,82.491600,78.859100,83.221500
126回目,78.523500,83.557000,83.557000,82.885900
127回目,75.503400,83.557000,82.885900,80.201300
128回目,75.167800,83.557000,84.899300,81.543600
129回目,77.181200,85.234900,76.845600,80.201300
130回目,77.181200,85.234900,82.550300,82.550300
131回目,78.859100,83.557000,84.563800,83.221500
132回目,78.859100,81.879200,84.511800,82.885900
133回目,75.503400,86.241600,82.214800,84.563800
134回目,77.516800,82.885900,82.550300,82.550300
135回目,78.859100,82.214800,82.885900,81.543600
136回目,75.503400,81.879200,82.550300,81.543600
137回目,78.859100,83.221500,82.550300,83.221500
138回目,78.523500,83.557000,83.221500,80.201300
139回目,78.859100,82.550300,83.892600,80.201300
140回目,75.503400,82.491600,80.201300,82.550300
141回目,78.859100,82.491600,82.885900,80.808100
142回目,76.174500,83.557000,82.885900,80.808100
143回目,78.859100,84.563800,83.557000,81.543600
144回目,75.167800,83.501700,81.481500,84.563800
145回目,76.174500,83.557000,83.501700,84.563800
146回目,74.074100,84.563800,84.899300,81.543600
147回目,77.181200,83.221500,82.550300,82.550300
148回目,78.859100,84.563800,81.208100,80.201300
149回目,75.503400,84.563800,83.892600,82.885900
150回目,78.523500,87.583900,82.550300,81.543600
151回目,75.167800,82.214800,82.214800,83.221500
152回目,76.174500,85.234900,79.530200,84.563800
153回目,78.523500,84.563800,81.543600,83.221500
154回目,78.859100,84.563800,84.228200,81.543600
155回目,78.523500,82.550300,83.221500,80.808100
156回目,75.167800,82.214800,83.892600,84.563800
157回目,78.523500,82.550300,85.906000,80.808100
158回目,75.167800,82.885900,85.185200,84.563800
159回目,77.516800,83.557000,79.530200,81.543600
160回目,74.074100,84.563800,83.557000,82.885900
161回目,78.859100,85.234900,82.214800,84.563800
162回目,78.859100,83.557000,82.885900,80.808100
163回目,76.174500,81.879200,84.228200,82.550300
164回目,75.167800,83.557000,81.543600,83.221500
165回目,78.859100,82.885900,87.205400,82.885900
166回目,78.859100,82.214800,82.885900,82.550300
167回目,77.516800,84.563800,81.208100,81.543600
168回目,76.174500,83.221500,80.808100,82.885900
169回目,76.174500,87.583900,80.201300,83.221500
170回目,78.859100,83.557000,83.892600,82.550300
171回目,74.074100,81.879200,84.228200,81.543600
172回目,76.174500,83.221500,82.491600,80.808100
173回目,75.503400,82.491600,78.187900,80.201300
174回目,74.074100,83.557000,82.214800,83.221500
175回目,76.174500,82.491600,83.221500,80.808100
176回目,75.503400,82.214800,81.208100,80.808100
177回目,75.503400,85.234900,84.563800,82.550300
178回目,75.503400,84.563800,82.214800,84.563800
179回目,78.859100,83.557000,81.208100,84.563800
180回目,76.174500,84.899300,83.892600,80.201300
181回目,78.523500,85.234900,84.228200,82.885900
182回目,77.181200,82.214800,81.879200,82.885900
183回目,77.181200,82.214800,82.828300,83.221500
184回目,77.516800,84.563800,81.879200,82.885900
185回目,75.503400,83.221500,81.144800,82.885900
186回目,76.174500,83.221500,81.879200,83.221500
187回目,78.859100,82.550300,83.221500,82.885900
188回目,75.167800,85.234900,82.550300,81.543600
189回目,75.167800,85.234900,85.570500,82.550300
190回目,77.181200,85.234900,82.550300,80.201300
191回目,77.181200,83.557000,83.892600,81.543600
192回目,76.174500,83.501700,81.543600,82.885900
193回目,76.174500,83.557000,84.228200,82.550300
194回目,74.074100,82.214800,83.557000,82.885900
195回目,76.174500,84.563800,82.550300,84.563800
196回目,75.503400,82.214800,81.879200,83.221500
197回目,77.181200,83.557000,82.885900,82.885900
198回目,76.174500,84.899300,83.221500,80.808100
199回目,78.523500,84.563800,85.570500,81.543600
200回目,75.503400,81.879200,85.234900,81.543600
201回目,75.503400,83.557000,83.221500,83.221500
202回目,74.074100,83.557000,82.550300,83.221500
203回目,78.859100,82.550300,82.885900,82.550300
204回目,75.503400,83.557000,82.885900,84.563800
205回目,76.174500,82.214800,82.885900,83.221500
206回目,78.523500,81.879200,83.892600,81.543600
207回目,78.523500,81.879200,84.899300,83.221500
208回目,74.074100,83.221500,79.194600,81.543600
209回目,77.181200,84.899300,80.201300,81.543600
210回目,78.859100,81.879200,84.899300,81.543600
211回目,78.859100,82.491600,83.838400,82.550300
212回目,75.503400,83.557000,81.879200,81.543600
213回目,75.503400,83.221500,82.550300,81.543600
214回目,76.174500,82.491600,83.557000,81.543600
215回目,75.503400,82.491600,82.214800,81.543600
216回目,76.174500,83.557000,81.879200,81.543600
217回目,77.516800,86.241600,83.221500,82.885900
218回目,78.859100,85.234900,83.221500,80.808100
219回目,78.523500,84.563800,83.557000,84.563800
220回目,77.181200,82.491600,82.550300,81.543600
221回目,78.523500,82.885900,81.543600,82.885900
222回目,75.167800,83.557000,82.550300,82.550300
223回目,77.181200,81.543600,83.221500,82.550300
224回目,78.523500,85.234900,85.234900,83.221500
225回目,78.523500,83.557000,81.481500,84.563800
226回目,78.859100,84.563800,85.906000,82.885900
227回目,75.167800,87.583900,82.214800,80.201300
228回目,78.859100,84.899300,81.543600,81.543600
229回目,74.074100,84.563800,83.557000,84.563800
230回目,78.859100,83.557000,81.543600,82.885900
231回目,75.167800,82.550300,82.885900,82.885900
232回目,76.174500,85.234900,84.899300,81.543600
233回目,75.503400,83.557000,81.879200,80.808100
234回目,75.503400,82.491600,82.154900,84.563800
235回目,78.523500,84.563800,83.165000,82.550300
236回目,75.503400,81.879200,82.550300,82.550300
237回目,77.516800,82.214800,83.557000,84.563800
238回目,78.523500,83.557000,82.885900,81.543600
239回目,76.174500,82.214800,83.892600,81.543600
240回目,78.523500,82.214800,82.885900,82.550300
241回目,75.503400,82.214800,79.865800,82.885900
242回目,78.859100,84.563800,83.501700,84.563800
243回目,78.523500,82.214800,83.892600,80.201300
244回目,76.174500,82.491600,84.899300,82.550300
245回目,78.523500,85.234900,80.201300,82.550300
246回目,75.167800,85.234900,83.221500,82.885900
247回目,76.174500,81.879200,84.899300,83.221500
248回目,75.167800,84.563800,80.536900,82.885900
249回目,75.167800,85.234900,81.543600,80.808100
250回目,75.503400,81.879200,83.557000,82.885900
