Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
89回目,4557473.000000,11514422.000000,10208804.000000,10270921.000000
90回目,4512751.000000,11481466.000000,10205744.000000,10221919.000000
91回目,4512751.000000,11466488.000000,10226564.000000,10159089.000000
92回目,4543335.000000,11487224.000000,10260236.000000,10270921.000000
93回目,4557473.000000,11579022.000000,10221090.000000,10230809.000000
94回目,4543335.000000,11505282.000000,10241508.000000,10226383.000000
95回目,4525143.000000,11595330.000000,10188734.000000,10221479.000000
96回目,4543335.000000,11422270.000000,10192014.000000,10226383.000000
97回目,4554365.000000,11449640.000000,10254066.000000,10230809.000000
98回目,4543335.000000,11459156.000000,10246294.000000,10207369.000000
99回目,4554365.000000,11608284.000000,10173180.000000,10212715.000000
100回目,4552545.000000,11408550.000000,10191292.000000,10207369.000000
101回目,4512751.000000,11505282.000000,10205870.000000,10208005.000000
102回目,4552545.000000,11436442.000000,10264056.000000,10221479.000000
103回目,4552545.000000,11518236.000000,10242690.000000,10159089.000000
104回目,4591231.000000,11555742.000000,10270044.000000,10226383.000000
105回目,4554365.000000,11360870.000000,10234404.000000,10159089.000000
106回目,4543335.000000,11481466.000000,10240514.000000,10221919.000000
107回目,4557473.000000,11468502.000000,10236310.000000,10212715.000000
108回目,4575747.000000,11518236.000000,10235770.000000,10230809.000000
109回目,4575747.000000,11449640.000000,10256406.000000,10226383.000000
110回目,4552901.000000,11573450.000000,10230274.000000,10208005.000000
111回目,4543335.000000,11423438.000000,10251900.000000,10208005.000000
112回目,4554365.000000,11488974.000000,10184340.000000,10270921.000000
113回目,4535493.000000,11532248.000000,10219936.000000,10236383.000000
114回目,4552901.000000,11514422.000000,10223914.000000,10270921.000000
115回目,4543335.000000,11513526.000000,10224240.000000,10226383.000000
116回目,4552901.000000,11480024.000000,10236520.000000,10230809.000000
117回目,4552545.000000,11618474.000000,10240766.000000,10230809.000000
118回目,4525143.000000,11422270.000000,10262940.000000,10236383.000000
119回目,4552545.000000,11505282.000000,10199870.000000,10236383.000000
120回目,4512751.000000,11518236.000000,10279876.000000,10207369.000000
121回目,4557473.000000,11503288.000000,10213518.000000,10208005.000000
122回目,4525143.000000,11487224.000000,10218340.000000,10270921.000000
123回目,4525143.000000,11488974.000000,10194374.000000,10226383.000000
124回目,4575747.000000,11513526.000000,10261476.000000,10221479.000000
125回目,4591231.000000,11608284.000000,10245280.000000,10230809.000000
126回目,4552545.000000,11483424.000000,10217820.000000,10208005.000000
127回目,4575747.000000,11510718.000000,10211094.000000,10270921.000000
128回目,4552901.000000,11483424.000000,10193906.000000,10236859.000000
129回目,4535493.000000,11436442.000000,10319136.000000,10270921.000000
130回目,4535493.000000,11481466.000000,10228126.000000,10212715.000000
131回目,4525143.000000,11483424.000000,10227404.000000,10226383.000000
132回目,4512751.000000,11604470.000000,10193082.000000,10221919.000000
133回目,4575747.000000,11411872.000000,10233710.000000,10207369.000000
134回目,4562899.000000,11449640.000000,10217886.000000,10212715.000000
135回目,4512751.000000,11618474.000000,10242000.000000,10236859.000000
136回目,4575747.000000,11514422.000000,10225238.000000,10236859.000000
137回目,4512751.000000,11503288.000000,10246304.000000,10226383.000000
138回目,4552545.000000,11555742.000000,10234776.000000,10270921.000000
139回目,4525143.000000,11466488.000000,10230298.000000,10270921.000000
140回目,4543335.000000,11518236.000000,10270200.000000,10236383.000000
141回目,4512751.000000,11518236.000000,10236660.000000,10221479.000000
142回目,4557473.000000,11483424.000000,10238862.000000,10221479.000000
143回目,4512751.000000,11478646.000000,10176130.000000,10159089.000000
144回目,4552901.000000,11462528.000000,10244594.000000,10207369.000000
145回目,4591231.000000,11595330.000000,10211184.000000,10207369.000000
146回目,4554365.000000,11468502.000000,10224962.000000,10236859.000000
147回目,4535493.000000,11548312.000000,10251210.000000,10236383.000000
148回目,4525143.000000,11513526.000000,10191678.000000,10270921.000000
149回目,4543335.000000,11523670.000000,10204434.000000,10208005.000000
150回目,4552545.000000,11408550.000000,10230522.000000,10159089.000000
151回目,4552901.000000,11573450.000000,10229018.000000,10230809.000000
152回目,4591231.000000,11481466.000000,10266962.000000,10207369.000000
153回目,4552545.000000,11513526.000000,10225928.000000,10230809.000000
154回目,4525143.000000,11513526.000000,10303212.000000,10159089.000000
155回目,4552545.000000,11480024.000000,10226412.000000,10221479.000000
156回目,4552901.000000,11573450.000000,10220988.000000,10207369.000000
157回目,4552545.000000,11466488.000000,10170484.000000,10221479.000000
158回目,4552901.000000,11449640.000000,10192842.000000,10207369.000000
159回目,4562899.000000,11505282.000000,10275718.000000,10159089.000000
160回目,4554365.000000,11523670.000000,10230304.000000,10208005.000000
161回目,4525143.000000,11436442.000000,10251112.000000,10207369.000000
162回目,4512751.000000,11510718.000000,10231586.000000,10221479.000000
163回目,4557473.000000,11604470.000000,10215800.000000,10236383.000000
164回目,4552901.000000,11505282.000000,10182106.000000,10230809.000000
165回目,4512751.000000,11449640.000000,10195828.000000,10208005.000000
166回目,4525143.000000,11360870.000000,10229236.000000,10212715.000000
167回目,4562899.000000,11558550.000000,10244736.000000,10236859.000000
168回目,4557473.000000,11503288.000000,10308020.000000,10208005.000000
169回目,4557473.000000,11408550.000000,10226564.000000,10226383.000000
170回目,4525143.000000,11483424.000000,10200964.000000,10212715.000000
171回目,4554365.000000,11514422.000000,10242542.000000,10236859.000000
172回目,4591231.000000,11459156.000000,10213994.000000,10221479.000000
173回目,4543335.000000,11563260.000000,10249970.000000,10270921.000000
174回目,4554365.000000,11550306.000000,10228878.000000,10230809.000000
175回目,4557473.000000,11518236.000000,10208804.000000,10221479.000000
176回目,4575747.000000,11573450.000000,10233452.000000,10221479.000000
177回目,4543335.000000,11436442.000000,10212664.000000,10212715.000000
178回目,4575747.000000,11523670.000000,10205744.000000,10207369.000000
179回目,4525143.000000,11550306.000000,10255134.000000,10207369.000000
180回目,4591231.000000,11423438.000000,10197860.000000,10270921.000000
181回目,4552545.000000,11488974.000000,10227932.000000,10221919.000000
182回目,4535493.000000,11528426.000000,10260212.000000,10208005.000000
183回目,4535493.000000,11528426.000000,10217332.000000,10226383.000000
184回目,4562899.000000,11558550.000000,10244752.000000,10208005.000000
185回目,4575747.000000,11548312.000000,10298588.000000,10221919.000000
186回目,4591231.000000,11503288.000000,10244200.000000,10230809.000000
187回目,4525143.000000,11480024.000000,10245566.000000,10221919.000000
188回目,4552901.000000,11487224.000000,10256314.000000,10236859.000000
189回目,4552901.000000,11533998.000000,10147310.000000,10212715.000000
190回目,4535493.000000,11533998.000000,10225204.000000,10270921.000000
191回目,4535493.000000,11600766.000000,10211486.000000,10159089.000000
192回目,4557473.000000,11462528.000000,10224726.000000,10208005.000000
193回目,4591231.000000,11505282.000000,10230294.000000,10212715.000000
194回目,4554365.000000,11528426.000000,10211714.000000,10221919.000000
195回目,4557473.000000,11558550.000000,10221092.000000,10207369.000000
196回目,4575747.000000,11573450.000000,10223716.000000,10230809.000000
197回目,4535493.000000,11505282.000000,10266562.000000,10221919.000000
198回目,4557473.000000,11423438.000000,10235658.000000,10221479.000000
199回目,4552545.000000,11468502.000000,10199476.000000,10159089.000000
200回目,4575747.000000,11514422.000000,10190878.000000,10159089.000000
201回目,4543335.000000,11505282.000000,10267858.000000,10230809.000000
202回目,4554365.000000,11555742.000000,10234732.000000,10230809.000000
203回目,4512751.000000,11466488.000000,10225404.000000,10236383.000000
204回目,4575747.000000,11645790.000000,10216598.000000,10207369.000000
205回目,4557473.000000,11573450.000000,10221382.000000,10226383.000000
206回目,4552545.000000,11514422.000000,10222050.000000,10236859.000000
207回目,4552545.000000,11604470.000000,10213342.000000,10226383.000000
208回目,4554365.000000,11503288.000000,10225844.000000,10159089.000000
209回目,4535493.000000,11423438.000000,10226564.000000,10159089.000000
210回目,4525143.000000,11514422.000000,10224562.000000,10159089.000000
211回目,4525143.000000,11563260.000000,10183046.000000,10212715.000000
212回目,4575747.000000,11600766.000000,10249372.000000,10159089.000000
213回目,4543335.000000,11503288.000000,10241270.000000,10159089.000000
214回目,4591231.000000,11563260.000000,10226286.000000,10236859.000000
215回目,4575747.000000,11563260.000000,10172878.000000,10159089.000000
216回目,4557473.000000,11505282.000000,10244200.000000,10159089.000000
217回目,4562899.000000,11411872.000000,10269674.000000,10221919.000000
218回目,4512751.000000,11533998.000000,10211982.000000,10221479.000000
219回目,4552545.000000,11513526.000000,10227496.000000,10207369.000000
220回目,4535493.000000,11518236.000000,10224158.000000,10236859.000000
221回目,4552545.000000,11449640.000000,10236998.000000,10208005.000000
222回目,4552901.000000,11555742.000000,10235170.000000,10236383.000000
223回目,4535493.000000,11422270.000000,10243910.000000,10236383.000000
224回目,4552545.000000,11487224.000000,10214996.000000,10226383.000000
225回目,4552545.000000,11550306.000000,10243910.000000,10207369.000000
226回目,4525143.000000,11478646.000000,10192200.000000,10208005.000000
227回目,4552901.000000,11408550.000000,10209458.000000,10270921.000000
228回目,4512751.000000,11423438.000000,10253932.000000,10236859.000000
229回目,4554365.000000,11558550.000000,10209228.000000,10207369.000000
230回目,4512751.000000,11555742.000000,10272136.000000,10208005.000000
231回目,4552901.000000,11480024.000000,10226310.000000,10208005.000000
232回目,4591231.000000,11488974.000000,10228724.000000,10159089.000000
233回目,4543335.000000,11555742.000000,10244558.000000,10221479.000000
234回目,4543335.000000,11563260.000000,10204428.000000,10207369.000000
235回目,4552545.000000,11523670.000000,10269056.000000,10212715.000000
236回目,4575747.000000,11514422.000000,10240288.000000,10212715.000000
237回目,4562899.000000,11360870.000000,10213002.000000,10207369.000000
238回目,4552545.000000,11505282.000000,10222556.000000,10159089.000000
239回目,4557473.000000,11573450.000000,10232084.000000,10236859.000000
240回目,4552545.000000,11528426.000000,10244734.000000,10236383.000000
241回目,4543335.000000,11528426.000000,10218386.000000,10221919.000000
242回目,4525143.000000,11478646.000000,10178198.000000,10207369.000000
243回目,4552545.000000,11528426.000000,10184040.000000,10270921.000000
244回目,4557473.000000,11563260.000000,10211326.000000,10236383.000000
245回目,4552545.000000,11526490.000000,10264056.000000,10212715.000000
246回目,4552901.000000,11487224.000000,10211658.000000,10221919.000000
247回目,4557473.000000,11559446.000000,10200862.000000,10230809.000000
248回目,4552901.000000,11478646.000000,10258506.000000,10208005.000000
249回目,4552901.000000,11481466.000000,10263488.000000,10221479.000000
250回目,4543335.000000,11514422.000000,10175534.000000,10221919.000000
