Overhead,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,4525143.000000,11505282.000000,10217032.000000,10230809.000000
2回目,4552545.000000,11488974.000000,10251578.000000,10236859.000000
3回目,4591231.000000,11411872.000000,10249896.000000,10221479.000000
4回目,4525143.000000,11514422.000000,10204450.000000,10159089.000000
5回目,4591231.000000,11503288.000000,10254338.000000,10159089.000000
6回目,4562899.000000,11449640.000000,10266228.000000,10236859.000000
7回目,4575747.000000,11563260.000000,10259746.000000,10207369.000000
8回目,4557473.000000,11411872.000000,10197840.000000,10236859.000000
9回目,4554365.000000,11577272.000000,10124348.000000,10207369.000000
10回目,4575747.000000,11488974.000000,10227776.000000,10212715.000000
11回目,4552901.000000,11488974.000000,10241090.000000,10221919.000000
12回目,4535493.000000,11480024.000000,10235870.000000,10159089.000000
13回目,4575747.000000,11478646.000000,10248494.000000,10221919.000000
14回目,4535493.000000,11532248.000000,10213392.000000,10221479.000000
15回目,4535493.000000,11436442.000000,10184946.000000,10221919.000000
16回目,4535493.000000,11411872.000000,10222122.000000,10159089.000000
17回目,4512751.000000,11436442.000000,10244200.000000,10226383.000000
18回目,4575747.000000,11408550.000000,10268194.000000,10221919.000000
19回目,4575747.000000,11478646.000000,10199752.000000,10236383.000000
20回目,4552545.000000,11408550.000000,10207068.000000,10230809.000000
21回目,4562899.000000,11604470.000000,10208116.000000,10212715.000000
22回目,4535493.000000,11532248.000000,10235970.000000,10236383.000000
23回目,4543335.000000,11411872.000000,10188788.000000,10212715.000000
24回目,4552545.000000,11436442.000000,10238936.000000,10212715.000000
25回目,4525143.000000,11487224.000000,10272330.000000,10221479.000000
26回目,4552901.000000,11408550.000000,10318154.000000,10207369.000000
27回目,4512751.000000,11505282.000000,10239710.000000,10221919.000000
28回目,4562899.000000,11488974.000000,10234474.000000,10221479.000000
29回目,4562899.000000,11563260.000000,10216010.000000,10226383.000000
30回目,4552901.000000,11518236.000000,10200776.000000,10221479.000000
31回目,4575747.000000,11487224.000000,10222034.000000,10208005.000000
32回目,4552545.000000,11510718.000000,10213984.000000,10236859.000000
33回目,4525143.000000,11514422.000000,10190852.000000,10226383.000000
34回目,4552545.000000,11449640.000000,10241728.000000,10236383.000000
35回目,4552545.000000,11505282.000000,10230998.000000,10212715.000000
36回目,4512751.000000,11360870.000000,10186008.000000,10207369.000000
37回目,4512751.000000,11568694.000000,10264874.000000,10270921.000000
38回目,4557473.000000,11559446.000000,10230000.000000,10221479.000000
39回目,4543335.000000,11480024.000000,10227384.000000,10208005.000000
40回目,4552901.000000,11459156.000000,10167654.000000,10221919.000000
41回目,4575747.000000,11487224.000000,10195782.000000,10270921.000000
42回目,4552545.000000,11360870.000000,10248042.000000,10270921.000000
43回目,4591231.000000,11462528.000000,10257992.000000,10221479.000000
44回目,4512751.000000,11595330.000000,10238770.000000,10236859.000000
45回目,4552901.000000,11514422.000000,10197244.000000,10221919.000000
46回目,4512751.000000,11478646.000000,10256840.000000,10226383.000000
47回目,4591231.000000,11480024.000000,10244988.000000,10212715.000000
48回目,4512751.000000,11523670.000000,10231148.000000,10221479.000000
49回目,4591231.000000,11436442.000000,10239496.000000,10221919.000000
50回目,4535493.000000,11363526.000000,10146432.000000,10270921.000000
51回目,4554365.000000,11483424.000000,10176088.000000,10207369.000000
52回目,4525143.000000,11408550.000000,10226564.000000,10236383.000000
53回目,4557473.000000,11548312.000000,10220676.000000,10221919.000000
54回目,4557473.000000,11513526.000000,10195722.000000,10236859.000000
55回目,4525143.000000,11559446.000000,10195748.000000,10236383.000000
56回目,4591231.000000,11411872.000000,10235156.000000,10208005.000000
57回目,4562899.000000,11487224.000000,10270908.000000,10208005.000000
58回目,4552901.000000,11503288.000000,10232710.000000,10236383.000000
59回目,4552545.000000,11510718.000000,10260052.000000,10236383.000000
60回目,4512751.000000,11513526.000000,10258028.000000,10159089.000000
61回目,4543335.000000,11550306.000000,10284788.000000,10270921.000000
62回目,4543335.000000,11514422.000000,10247938.000000,10270921.000000
63回目,4557473.000000,11514422.000000,10268204.000000,10230809.000000
64回目,4525143.000000,11436442.000000,10237322.000000,10230809.000000
65回目,4552901.000000,11488974.000000,10264542.000000,10236859.000000
66回目,4525143.000000,11577272.000000,10234700.000000,10159089.000000
67回目,4535493.000000,11518236.000000,10235522.000000,10221479.000000
68回目,4525143.000000,11480024.000000,10219656.000000,10221919.000000
69回目,4543335.000000,11483424.000000,10271244.000000,10212715.000000
70回目,4535493.000000,11595330.000000,10235446.000000,10221479.000000
71回目,4552545.000000,11510718.000000,10293424.000000,10159089.000000
72回目,4575747.000000,11568694.000000,10245880.000000,10226383.000000
73回目,4575747.000000,11436442.000000,10219272.000000,10208005.000000
74回目,4591231.000000,11422270.000000,10224744.000000,10159089.000000
75回目,4552545.000000,11528426.000000,10232084.000000,10236859.000000
76回目,4554365.000000,11550306.000000,10246664.000000,10221919.000000
77回目,4552545.000000,11550306.000000,10199982.000000,10207369.000000
78回目,4557473.000000,11528426.000000,10279626.000000,10226383.000000
79回目,4543335.000000,11533998.000000,10250308.000000,10270921.000000
80回目,4525143.000000,11528426.000000,10226666.000000,10226383.000000
81回目,4575747.000000,11478646.000000,10273622.000000,10236859.000000
82回目,4525143.000000,11505282.000000,10158678.000000,10207369.000000
83回目,4591231.000000,11518236.000000,10236814.000000,10236383.000000
84回目,4554365.000000,11483424.000000,10261388.000000,10221479.000000
85回目,4554365.000000,11436442.000000,10193070.000000,10236383.000000
86回目,4552901.000000,11550306.000000,10193910.000000,10236859.000000
87回目,4575747.000000,11532248.000000,10210782.000000,10236383.000000
88回目,4552545.000000,11487224.000000,10250662.000000,10221479.000000
