Throughput,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,7.127760,7.535060,7.622330,7.564150
2回目,7.185950,7.709620,7.622340,7.593250
3回目,7.215040,7.564160,7.738710,7.505970
4回目,7.069580,7.680530,7.389600,7.535060
5回目,7.156850,7.564160,7.505960,7.738710
6回目,7.331410,7.593250,7.418690,7.564160
7回目,7.239410,7.709600,7.476880,7.505970
8回目,7.069580,7.680530,7.796900,7.505970
9回目,7.069580,7.505970,7.593250,7.564160
10回目,7.331410,7.535060,7.476870,7.505970
11回目,7.185950,7.622340,7.709620,7.680520
12回目,7.156850,7.651430,7.505970,7.505970
13回目,7.185950,7.709600,7.648090,7.706470
14回目,7.185950,7.560520,7.505970,7.738710
15回目,7.185950,7.505970,7.360510,7.476880
16回目,7.127760,7.622340,7.447790,7.706470
17回目,7.418690,7.535050,7.560520,7.476880
18回目,7.156850,7.505970,7.476880,7.505970
19回目,7.215040,7.709600,7.825990,7.738710
20回目,7.215040,7.680530,7.825990,7.706470
21回目,7.239410,7.535050,7.302320,7.505970
22回目,7.239410,7.535060,7.447790,7.738710
23回目,7.215040,7.593250,7.360510,7.505970
24回目,7.215040,7.709620,7.476880,7.505970
25回目,7.127760,7.505970,7.447780,7.564160
26回目,7.185950,7.505970,7.651440,7.564150
27回目,7.127760,7.709620,7.476880,7.535060
28回目,7.156850,7.709600,7.533630,7.738710
29回目,7.127760,7.709620,7.535060,7.706470
30回目,7.185950,7.680530,7.618900,7.564160
31回目,7.069580,7.622340,7.389600,7.706470
32回目,7.127760,7.593250,7.389600,7.564150
33回目,7.156850,7.622340,7.535060,7.535060
34回目,7.239410,7.505970,7.622340,7.680520
35回目,7.418690,7.709620,7.476880,7.680520
36回目,7.302320,7.680530,7.622340,7.505970
37回目,7.069580,7.825990,7.418690,7.680520
38回目,7.127760,7.651430,7.622320,7.593250
39回目,7.156850,7.680530,7.855090,7.505970
40回目,7.127760,7.505970,7.709620,7.535060
41回目,7.239410,7.560520,7.622340,7.564150
42回目,7.156850,7.709620,7.418690,7.505970
43回目,7.239410,7.680530,7.505970,7.738710
44回目,7.127760,7.651430,7.622340,7.535060
45回目,7.331410,7.535060,7.360510,7.505970
46回目,7.239410,7.593250,7.447790,7.680520
47回目,7.331410,7.622340,7.709620,7.505970
48回目,7.418690,7.680530,7.564160,7.564160
49回目,7.331410,7.622340,7.564160,7.505970
50回目,7.331410,7.680530,7.447790,7.738710
51回目,7.185950,7.535060,7.447780,7.505970
52回目,7.156850,7.709600,7.564160,7.535060
53回目,7.185950,7.535060,7.418690,7.535060
54回目,7.239410,7.709600,7.564160,7.505970
55回目,7.302320,7.651440,7.447790,7.505970
56回目,7.185950,7.535060,7.472950,7.738710
57回目,7.302320,7.709600,7.677280,7.564160
58回目,7.185950,7.505970,7.535060,7.706470
59回目,7.185950,7.535060,7.331410,7.505970
60回目,7.185950,7.680530,7.447790,7.564160
61回目,7.302320,7.651430,7.389600,7.476880
62回目,7.127760,7.709600,7.447790,7.476880
63回目,7.069580,7.622340,7.476880,7.706470
64回目,7.331410,7.560520,7.535060,7.680520
65回目,7.185950,7.651440,7.360510,7.738710
66回目,7.302320,7.535050,7.505970,7.505970
67回目,7.215040,7.593250,7.447760,7.564150
68回目,7.331410,7.709620,7.648090,7.564150
69回目,7.127760,7.389590,7.535060,7.564160
70回目,7.302320,7.564160,7.593250,7.505970
71回目,7.127760,7.622340,7.535060,7.476880
72回目,7.069580,7.505970,7.389600,7.738710
73回目,7.302320,7.709620,7.535060,7.535060
74回目,7.302320,7.564160,7.447790,7.706470
75回目,7.069580,7.622340,7.505970,7.738710
76回目,7.215040,7.709600,7.535060,7.564150
77回目,7.302320,7.709620,7.535060,7.680520
78回目,7.302320,7.680530,7.389600,7.564160
79回目,7.185950,7.622340,7.418690,7.535060
80回目,7.127760,7.680530,7.505970,7.535060
81回目,7.239410,7.505970,7.505960,7.706470
82回目,7.156850,7.356180,7.622340,7.476880
83回目,7.185950,7.535060,7.767800,7.593250
84回目,7.418690,7.709620,7.476880,7.505970
85回目,7.302320,7.505970,7.389600,7.535060
86回目,7.331410,7.593250,7.389600,7.476880
87回目,7.185950,7.505970,7.651440,7.505970
88回目,7.185950,7.560520,7.622340,7.593250
89回目,7.302320,7.622340,7.651440,7.505970
90回目,7.418690,7.593250,7.389600,7.476880
91回目,7.069580,7.535050,7.360500,7.564150
92回目,7.185950,7.505970,7.651440,7.738710
93回目,7.239410,7.622340,7.476870,7.476880
94回目,7.239410,7.505970,7.942370,7.706470
95回目,7.156850,7.535060,7.302320,7.593250
96回目,7.239410,7.680530,7.535060,7.505970
97回目,7.215040,7.535060,7.476880,7.738710
98回目,7.127760,7.535060,7.593250,7.535060
99回目,7.215040,7.622340,7.825990,7.564160
100回目,7.156850,7.622340,7.825990,7.505970
101回目,7.185950,7.709600,7.476880,7.706470
102回目,7.185950,7.680530,7.389600,7.505970
103回目,7.239410,7.535050,7.476880,7.680520
104回目,7.127760,7.622340,7.622340,7.564160
105回目,7.215040,7.356180,7.535060,7.593250
106回目,7.239410,7.622340,7.447790,7.505970
107回目,7.185950,7.680530,7.447780,7.505970
108回目,7.331410,7.593250,7.476880,7.564150
109回目,7.331410,7.651430,7.622340,7.706470
110回目,7.418690,7.709620,7.389600,7.738710
111回目,7.302320,7.560520,7.651440,7.706470
112回目,7.185950,7.709600,7.593240,7.535060
113回目,7.185950,7.709600,7.476880,7.505970
114回目,7.156850,7.593250,7.505970,7.706470
115回目,7.331410,7.622340,7.535060,7.505970
116回目,7.185950,7.535050,7.564160,7.564150
117回目,7.127760,7.560520,7.447790,7.505970
118回目,7.215040,7.709600,7.651440,7.505970
119回目,7.185950,7.560520,7.476880,7.593250
120回目,7.302320,7.535060,7.593250,7.505970
121回目,7.127760,7.622340,7.680530,7.738710
122回目,7.215040,7.564160,7.418690,7.564150
123回目,7.185950,7.709600,7.709620,7.505970
124回目,7.302320,7.622340,7.535060,7.535060
125回目,7.215040,7.709620,7.389600,7.680520
126回目,7.302320,7.709600,7.476870,7.505970
127回目,7.185950,7.560520,7.302320,7.505970
128回目,7.302320,7.651430,7.651430,7.564150
129回目,7.302320,7.535050,7.505970,7.476880
130回目,7.156850,7.709600,7.505970,7.564160
131回目,7.156850,7.564160,7.360500,7.564160
132回目,7.069580,7.535050,7.767800,7.564150
133回目,7.215040,7.622340,7.447780,7.564150
134回目,7.185950,7.709600,7.648090,7.680520
135回目,7.215040,7.505970,7.447790,7.706470
136回目,7.127760,7.680530,7.476880,7.680520
137回目,7.331410,7.505970,7.389600,7.564150
138回目,7.185950,7.593250,7.564160,7.505970
139回目,7.418690,7.560520,7.564160,7.564160
140回目,7.418690,7.564160,7.535050,7.593250
141回目,7.185950,7.356180,7.535060,7.505970
142回目,7.418690,7.535060,7.505970,7.505970
143回目,7.069580,7.651440,7.331410,7.476880
144回目,7.185950,7.593250,7.535060,7.535060
145回目,7.156850,7.825990,7.535060,7.476880
146回目,7.127760,7.709620,7.535060,7.738710
147回目,7.185950,7.505970,7.651430,7.680520
148回目,7.156850,7.593250,7.593250,7.535060
149回目,7.156850,7.709620,7.651420,7.505970
150回目,7.127760,7.560520,7.418690,7.706470
151回目,7.185950,7.564160,7.738710,7.476880
152回目,7.185950,7.564160,7.476880,7.680520
153回目,7.127760,7.560520,7.651440,7.535060
154回目,7.185950,7.622340,7.476880,7.505970
155回目,7.418690,7.535050,7.505970,7.564150
156回目,7.331410,7.680530,7.593250,7.505970
157回目,7.069580,7.622340,7.622340,7.564150
158回目,7.069580,7.709620,7.535060,7.535060
159回目,7.069580,7.622340,7.855090,7.535060
160回目,7.239410,7.505970,7.447780,7.476880
161回目,7.185950,7.680530,7.593250,7.564150
162回目,7.418690,7.505970,7.505970,7.564160
163回目,7.127760,7.825990,7.651430,7.505970
164回目,7.069580,7.622340,7.505970,7.505970
165回目,7.127760,7.680530,7.505970,7.564150
166回目,7.156850,7.505970,7.505970,7.476880
167回目,7.156850,7.535060,7.505970,7.505970
168回目,7.127760,7.535050,7.476880,7.738710
169回目,7.127760,7.680530,7.476880,7.505970
170回目,7.127760,7.709620,7.505970,7.564160
171回目,7.302320,7.505970,7.589710,7.564150
172回目,7.185950,7.709620,7.593240,7.505970
173回目,7.069580,7.535050,7.535060,7.738710
174回目,7.331410,7.535050,7.651430,7.505970
175回目,7.239410,7.622340,7.505970,7.505970
176回目,7.185950,7.680530,7.651440,7.706470
177回目,7.239410,7.622340,7.593250,7.593250
178回目,7.302320,7.593250,7.651430,7.505970
179回目,7.418690,7.622340,7.447780,7.505970
180回目,7.069580,7.680530,7.447780,7.738710
181回目,7.418690,7.709620,7.418690,7.564150
182回目,7.185950,7.622340,7.593250,7.564150
183回目,7.185950,7.622340,7.651440,7.505970
184回目,7.127760,7.651430,7.593250,7.505970
185回目,7.302320,7.389590,7.593250,7.593250
186回目,7.127760,7.535050,7.418690,7.593250
187回目,7.239410,7.505970,7.593250,7.476880
188回目,7.185950,7.651430,7.622340,7.505970
189回目,7.185950,7.622340,7.447790,7.564160
190回目,7.185950,7.651430,7.418690,7.505970
191回目,7.302320,7.709600,7.651430,7.535060
192回目,7.185950,7.709600,7.331410,7.476880
193回目,7.215040,7.622340,7.476880,7.505970
194回目,7.127760,7.593250,7.273230,7.476880
195回目,7.302320,7.709620,7.505970,7.680520
196回目,7.127760,7.564160,7.535060,7.564150
197回目,7.331410,7.709600,7.418690,7.535060
198回目,7.127760,7.535060,7.651440,7.564160
199回目,7.331410,7.505970,7.447790,7.593250
200回目,7.185950,7.709620,7.505970,7.505970
201回目,7.302320,7.564160,7.884180,7.535060
202回目,7.302320,7.622340,7.535060,7.593250
203回目,7.127760,7.356180,7.620920,7.505970
204回目,7.156850,7.651440,7.535060,7.593250
205回目,7.302320,7.709600,7.389600,7.680520
206回目,7.127760,7.564160,7.360510,7.505970
207回目,7.185950,7.680530,7.418690,7.706470
208回目,7.239410,7.622340,7.476880,7.505970
209回目,7.069580,7.651430,7.564160,7.738710
210回目,7.331410,7.593250,7.854790,7.564150
211回目,7.127760,7.535050,7.535060,7.505970
212回目,7.185950,7.560520,7.677280,7.738710
213回目,7.127760,7.709620,7.505970,7.476880
214回目,7.156850,7.564160,7.331410,7.593250
215回目,7.215040,7.505970,7.244130,7.593250
216回目,7.185950,7.622340,7.476870,7.738710
217回目,7.127760,7.680530,7.564160,7.738710
218回目,7.331410,7.535050,7.855080,7.680520
219回目,7.331410,7.651430,7.476880,7.564150
220回目,7.185950,7.680530,7.476880,7.564150
221回目,7.185950,7.622340,7.855080,7.706470
222回目,7.215040,7.651430,7.564160,7.738710
223回目,7.302320,7.622340,7.331410,7.476880
224回目,7.239410,7.622340,7.360500,7.564160
225回目,7.239410,7.505970,7.505970,7.535060
226回目,7.127760,7.564160,7.389600,7.564150
227回目,7.418690,7.680530,7.738710,7.476880
228回目,7.239410,7.709620,7.331410,7.476880
229回目,7.215040,7.651430,7.651440,7.505970
230回目,7.331410,7.709620,7.709620,7.706470
231回目,7.418690,7.709620,7.447790,7.593250
232回目,7.331410,7.622340,7.622340,7.738710
233回目,7.069580,7.825990,7.476880,7.505970
234回目,7.302320,7.709620,7.593250,7.505970
235回目,7.127760,7.535060,7.447790,7.680520
236回目,7.156850,7.505970,7.389600,7.680520
237回目,7.331410,7.709620,7.622340,7.706470
238回目,7.069580,7.535050,7.564160,7.476880
239回目,7.127760,7.680530,7.855080,7.505970
240回目,7.418690,7.505970,7.414560,7.476880
241回目,7.215040,7.622340,7.418690,7.476880
242回目,7.156850,7.651440,7.680530,7.535060
243回目,7.331410,7.535050,7.651440,7.505970
244回目,7.185950,7.622340,7.767810,7.564160
245回目,7.127760,7.622340,7.505620,7.738710
246回目,7.418690,7.560520,7.505970,7.593250
247回目,7.156850,7.709620,7.302320,7.476880
248回目,7.127760,7.680530,7.418690,7.505970
249回目,7.185950,7.651430,7.476880,7.505970
250回目,7.127760,7.564160,7.593250,7.505970
