Delay,GPSR,NGPSR,NPGPSR,NDGPSR
222回目,5.730830,5.724460,1.856910,5.657730
223回目,13.809900,1.890780,1.834130,1.696900
224回目,1.747590,1.890780,5.803910,9.595790
225回目,1.747590,5.828980,9.659990,1.850120
226回目,5.740920,5.734590,1.850380,9.701310
227回目,25.324100,2.025510,5.944600,1.696900
228回目,1.747590,5.761540,6.012100,1.696900
229回目,5.730830,5.724460,9.667610,1.810950
230回目,9.738310,5.923420,2.014820,1.815970
231回目,25.324100,5.923420,5.719150,5.869290
232回目,9.738310,1.818830,9.621870,5.657730
233回目,30.594300,9.247270,1.832160,5.849530
234回目,13.809900,5.761540,1.930630,13.401700
235回目,5.740920,9.657470,5.766190,5.650740
236回目,9.980850,5.828980,1.906140,5.650740
237回目,9.738310,5.923420,5.466430,1.815970
238回目,30.594300,9.693280,1.700020,1.696900
239回目,22.291900,9.395300,6.017470,1.810950
240回目,25.324100,5.828980,1.973110,1.696900
241回目,5.730830,1.818830,5.747110,1.696900
242回目,9.980850,1.755310,1.955530,1.850120
243回目,9.738310,9.693280,9.496440,5.849530
244回目,1.784460,5.474100,6.051340,9.595790
245回目,22.291900,1.818830,9.802330,5.657730
246回目,25.324100,1.922950,9.690710,5.869290
247回目,9.980850,5.923420,5.830580,1.696900
248回目,5.740920,9.395300,1.888810,5.849530
249回目,1.900130,5.724460,5.838770,13.401700
250回目,5.740920,1.826730,1.896750,1.810950
