Loss,GPSR,NGPSR,NPGPSR,NDGPSR
1回目,17.785200,13.087200,12.080500,12.751700
2回目,17.114100,11.073800,12.080500,12.416100
3回目,16.778500,12.751700,10.738300,13.422800
4回目,18.456400,11.409400,14.765100,13.087200
5回目,17.449700,12.751700,13.422800,10.738300
6回目,15.436200,12.416100,14.429500,12.751700
7回目,16.498300,11.073800,13.758400,13.422800
8回目,18.456400,11.409400,10.067100,13.422800
9回目,18.456400,13.422800,12.416100,12.751700
10回目,15.436200,13.087200,13.758400,13.422800
11回目,17.114100,12.080500,11.073800,11.409400
12回目,17.449700,11.745000,13.422800,13.422800
13回目,17.114100,11.073800,11.784500,11.111100
14回目,17.114100,12.794600,13.422800,10.738300
15回目,17.114100,13.422800,15.100700,13.758400
16回目,17.785200,12.080500,14.094000,11.111100
17回目,14.429500,13.087200,12.794600,13.758400
18回目,17.449700,13.422800,13.758400,13.422800
19回目,16.778500,11.073800,9.731540,10.738300
20回目,16.778500,11.409400,9.731540,11.111100
21回目,16.498300,13.087200,15.771800,13.422800
22回目,16.498300,13.087200,14.094000,10.738300
23回目,16.778500,12.416100,15.100700,13.422800
24回目,16.778500,11.073800,13.758400,13.422800
25回目,17.785200,13.422800,14.094000,12.751700
26回目,17.114100,13.422800,11.745000,12.751700
27回目,17.785200,11.073800,13.758400,13.087200
28回目,17.449700,11.073800,13.087200,10.738300
29回目,17.785200,11.073800,13.087200,11.111100
30回目,17.114100,11.409400,12.121200,12.751700
31回目,18.456400,12.080500,14.765100,11.111100
32回目,17.785200,12.416100,14.765100,12.751700
33回目,17.449700,12.080500,13.087200,13.087200
34回目,16.498300,13.422800,12.080500,11.409400
35回目,14.429500,11.073800,13.758400,11.409400
36回目,15.771800,11.409400,12.080500,13.422800
37回目,18.456400,9.731540,14.429500,11.409400
38回目,17.785200,11.745000,12.080500,12.416100
39回目,17.449700,11.409400,9.395970,13.422800
40回目,17.785200,13.422800,11.073800,13.087200
41回目,16.498300,12.794600,12.080500,12.751700
42回目,17.449700,11.073800,14.429500,13.422800
43回目,16.498300,11.409400,13.422800,10.738300
44回目,17.785200,11.745000,12.080500,13.087200
45回目,15.436200,13.087200,15.100700,13.422800
46回目,16.498300,12.416100,14.094000,11.409400
47回目,15.436200,12.080500,11.073800,13.422800
48回目,14.429500,11.409400,12.751700,12.751700
49回目,15.436200,12.080500,12.751700,13.422800
50回目,15.436200,11.409400,14.094000,10.738300
51回目,17.114100,13.087200,14.094000,13.422800
52回目,17.449700,11.073800,12.751700,13.087200
53回目,17.114100,13.087200,14.429500,13.087200
54回目,16.498300,11.073800,12.751700,13.422800
55回目,15.771800,11.745000,14.094000,13.422800
56回目,17.114100,13.087200,13.804700,10.738300
57回目,15.771800,11.073800,11.447800,12.751700
58回目,17.114100,13.422800,13.087200,11.111100
59回目,17.114100,13.087200,15.436200,13.422800
60回目,17.114100,11.409400,14.094000,12.751700
61回目,15.771800,11.745000,14.765100,13.758400
62回目,17.785200,11.073800,14.094000,13.758400
63回目,18.456400,12.080500,13.758400,11.111100
64回目,15.436200,12.794600,13.087200,11.409400
65回目,17.114100,11.745000,15.100700,10.738300
66回目,15.771800,13.087200,13.087200,13.422800
67回目,16.778500,12.416100,14.094000,12.751700
68回目,15.436200,11.073800,11.784500,12.751700
69回目,17.785200,14.765100,13.087200,12.751700
70回目,15.771800,12.751700,12.416100,13.422800
71回目,17.785200,12.080500,13.087200,13.758400
72回目,18.456400,13.422800,14.765100,10.738300
73回目,15.771800,11.073800,13.087200,13.087200
74回目,15.771800,12.751700,14.094000,11.111100
75回目,18.456400,12.080500,13.422800,10.738300
76回目,16.778500,11.073800,13.087200,12.751700
77回目,15.771800,11.073800,13.087200,11.409400
78回目,15.771800,11.409400,14.765100,12.751700
79回目,17.114100,12.080500,14.429500,13.087200
80回目,17.785200,11.409400,13.422800,13.087200
81回目,16.498300,13.422800,13.422800,11.111100
82回目,17.449700,15.151500,12.080500,13.758400
83回目,17.114100,13.087200,10.402700,12.416100
84回目,14.429500,11.073800,13.758400,13.422800
85回目,15.771800,13.422800,14.765100,13.087200
86回目,15.436200,12.416100,14.765100,13.758400
87回目,17.114100,13.422800,11.745000,13.422800
88回目,17.114100,12.794600,12.080500,12.416100
89回目,15.771800,12.080500,11.745000,13.422800
90回目,14.429500,12.416100,14.765100,13.758400
91回目,18.456400,13.087200,15.100700,12.751700
92回目,17.114100,13.422800,11.745000,10.738300
93回目,16.498300,12.080500,13.758400,13.758400
94回目,16.498300,13.422800,8.389260,11.111100
95回目,17.449700,13.087200,15.771800,12.416100
96回目,16.498300,11.409400,13.087200,13.422800
97回目,16.778500,13.087200,13.758400,10.738300
98回目,17.785200,13.087200,12.416100,13.087200
99回目,16.778500,12.080500,9.731540,12.751700
100回目,17.449700,12.080500,9.731540,13.422800
101回目,17.114100,11.073800,13.758400,11.111100
102回目,17.114100,11.409400,14.765100,13.422800
103回目,16.498300,13.087200,13.758400,11.409400
104回目,17.785200,12.080500,12.080500,12.751700
105回目,16.778500,15.151500,13.087200,12.416100
106回目,16.498300,12.080500,14.094000,13.422800
107回目,17.114100,11.409400,14.094000,13.422800
108回目,15.436200,12.416100,13.758400,12.751700
109回目,15.436200,11.745000,12.080500,11.111100
110回目,14.429500,11.073800,14.765100,10.738300
111回目,15.771800,12.794600,11.745000,11.111100
112回目,17.114100,11.073800,12.416100,13.087200
113回目,17.114100,11.073800,13.758400,13.422800
114回目,17.449700,12.416100,13.422800,11.111100
115回目,15.436200,12.080500,13.087200,13.422800
116回目,17.114100,13.087200,12.751700,12.751700
117回目,17.785200,12.794600,14.094000,13.422800
118回目,16.778500,11.073800,11.745000,13.422800
119回目,17.114100,12.794600,13.758400,12.416100
120回目,15.771800,13.087200,12.416100,13.422800
121回目,17.785200,12.080500,11.409400,10.738300
122回目,16.778500,12.751700,14.429500,12.751700
123回目,17.114100,11.073800,11.073800,13.422800
124回目,15.771800,12.080500,13.087200,13.087200
125回目,16.778500,11.073800,14.765100,11.409400
126回目,15.771800,11.073800,13.758400,13.422800
127回目,17.114100,12.794600,15.771800,13.422800
128回目,15.771800,11.745000,11.745000,12.751700
129回目,15.771800,13.087200,13.422800,13.758400
130回目,17.449700,11.073800,13.422800,12.751700
131回目,17.449700,12.751700,15.100700,12.751700
132回目,18.456400,13.087200,10.402700,12.751700
133回目,16.778500,12.080500,14.094000,12.751700
134回目,17.114100,11.073800,11.784500,11.409400
135回目,16.778500,13.422800,14.094000,11.111100
136回目,17.785200,11.409400,13.758400,11.409400
137回目,15.436200,13.422800,14.765100,12.751700
138回目,17.114100,12.416100,12.751700,13.422800
139回目,14.429500,12.794600,12.751700,12.751700
140回目,14.429500,12.751700,13.087200,12.416100
141回目,17.114100,15.151500,13.087200,13.422800
142回目,14.429500,13.087200,13.422800,13.422800
143回目,18.456400,11.745000,15.436200,13.758400
144回目,17.114100,12.416100,13.087200,13.087200
145回目,17.449700,9.731540,13.087200,13.758400
146回目,17.785200,11.073800,13.087200,10.738300
147回目,17.114100,13.422800,11.745000,11.409400
148回目,17.449700,12.416100,12.416100,13.087200
149回目,17.449700,11.073800,11.745000,13.422800
150回目,17.785200,12.794600,14.429500,11.111100
151回目,17.114100,12.751700,10.738300,13.758400
152回目,17.114100,12.751700,13.758400,11.409400
153回目,17.785200,12.794600,11.745000,13.087200
154回目,17.114100,12.080500,13.758400,13.422800
155回目,14.429500,13.087200,13.422800,12.751700
156回目,15.436200,11.409400,12.416100,13.422800
157回目,18.456400,12.080500,12.080500,12.751700
158回目,18.456400,11.073800,13.087200,13.087200
159回目,18.456400,12.080500,9.395970,13.087200
160回目,16.498300,13.422800,14.094000,13.758400
161回目,17.114100,11.409400,12.416100,12.751700
162回目,14.429500,13.422800,13.422800,12.751700
163回目,17.785200,9.731540,11.745000,13.422800
164回目,18.456400,12.080500,13.422800,13.422800
165回目,17.785200,11.409400,13.422800,12.751700
166回目,17.449700,13.422800,13.422800,13.758400
167回目,17.449700,13.087200,13.422800,13.422800
168回目,17.785200,13.087200,13.758400,10.738300
169回目,17.785200,11.409400,13.758400,13.422800
170回目,17.785200,11.073800,13.422800,12.751700
171回目,15.771800,13.422800,12.457900,12.751700
172回目,17.114100,11.073800,12.416100,13.422800
173回目,18.456400,13.087200,13.087200,10.738300
174回目,15.436200,13.087200,11.745000,13.422800
175回目,16.498300,12.080500,13.422800,13.422800
176回目,17.114100,11.409400,11.745000,11.111100
177回目,16.498300,12.080500,12.416100,12.416100
178回目,15.771800,12.416100,11.745000,13.422800
179回目,14.429500,12.080500,14.094000,13.422800
180回目,18.456400,11.409400,14.094000,10.738300
181回目,14.429500,11.073800,14.429500,12.751700
182回目,17.114100,12.080500,12.416100,12.751700
